,img_file,raw_text,clean_text,transcription_data,justification_category,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence
850,IMG_7236_PREM_15_1005,"out of Special Powers Act and replacement by less objectionable legislation, making use of internment dependent on declaration of emergency. 
Periodical referenda on Border. after violence ends",out of special powers act and replacement by less objectionable legislation making use of internment dependent on declaration of emergency  periodical referenda on border after violence ends,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
851,IMG_7246_PREM_15_1005,"The Advisory Committee on Internment have been reviewing internment cases and recommending release where, because of a change in attitude, there is considered to be no appreciable degree of risk.",the advisory committee on internment have been reviewing internment cases and recommending release where because of a change in attitude there is considered to be no appreciable degree of risk,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
852,IMG_7251_PREM_15_1005,"Regulation 12 already empowers 
the Minister of Home Affairs to make conditions of residence and reporting to the police and the like as an alternative to internment. 
If we took over internment, we could 
further modify the Regulation (and indeed it is understood that the Northern Ireland Government themselves had the possibility of a provision for conditional release in mind in any revision of the Regulations). 
But if under the 
existing Regulation internment were converted to a residence and reporting condition in the case of individuals it would seem to carry the advantage that the individuals would not cease to be persons judged to be a danger to public safety.",regulation 12 already empowers  the minister of home affairs to make conditions of residence and reporting to the police and the like as an alternative to internment  if we took over internment we could  further modify the regulation and indeed it is understood that the northern ireland government themselves had the possibility of a provision for conditional release in mind in any revision of the regulations  but if under the  existing regulation internment were converted to a residence and reporting condition in the case of individuals it would seem to carry the advantage that the individuals would not cease to be persons judged to be a danger to public safety,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
853,IMG_7253_PREM_15_1005,"The S of S for Northern 
Ireland is establishing immediately a procedure to review each case personally.",the s of s for northern  ireland is establishing immediately a procedure to review each case personally,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
854,IMG_7290_PREM_15_1006,As I promised I have begun to review personally the cases of the 728 people still interned under the Special Powers Act.,as i promised i have begun to review personally the cases of the 728 people still interned under the special powers act,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
855,IMG_7291_PREM_15_1006,"In addition to the internees, 26 men who were detained under Regulation 11 of the Special Powers Act have been released today.",in addition to the internees 26 men who were detained under regulation 11 of the special powers act have been released today,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
856,IMG_7508_PREM_15_1008,"The arrest of eight men last night, four of whom were on a ’wanted’ list, 
raises the question in what circumstances such arrests should be made. Three of the men are thought to be senior officers of the Belfast Provisionals. The question is which people should be arrested and for what purposes; criminal charges, questioning under the Special Powers Act, or in rare cases detention or internment. The Northern Ireland Office will arrange for the subject to be considered by the Joint Security Committee in Northern Ireland.",the arrest of eight men last night four of whom were on a wanted list  raises the question in what circumstances such arrests should be made three of the men are thought to be senior officers of the belfast provisionals the question is which people should be arrested and for what purposes criminal charges questioning under the special powers act or in rare cases detention or internment the northern ireland office will arrange for the subject to be considered by the joint security committee in northern ireland,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
857,PREM_15_1010_032,Most of the powers which the security forces are expected to recuire for the implementation of this plan are already available under the Special Powers Regulations.,most of the powers which the security forces are expected to recuire for the implementation of this plan are already available under the special powers regulations,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
858,PREM_15_1010_040,"A number of legal powers, in addition to the existing powers under 
the Northern Ireland special powers legislation, would be required to be conferred to enable the Armed Forces to carry out efficiently the role allotted to them in the new emergency situation.
",a number of legal powers in addition to the existing powers under  the northern ireland special powers legislation would be required to be conferred to enable the armed forces to carry out efficiently the role allotted to them in the new emergency situation ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
859,PREM_15_1010_040,A provision (not yet fully worked out) would be desirable to authorise the setting up of special or additional civilian criminal courts or to modify the procedure for the trial of offences in order to prevent undue delay in the administration of justice during the emergency period.,a provision not yet fully worked out would be desirable to authorise the setting up of special or additional civilian criminal courts or to modify the procedure for the trial of offences in order to prevent undue delay in the administration of justice during the emergency period,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
860,PREM_15_1010_175,"Officials point out that the question of 
indemnity only arises when the wide powers conferred under the Special Powers Acts are exceeded; that there are obvious objections to the enactment of a general indemnity before order has been restored and all detainees released; and that any form of indemnity which appreciably abridges existing domestic remedies in respect of the breaches of the Human Rights Convention alleged by the Government of the Republic would undermine our case against the admissibility of the allegations before the Commission at Strasbourg",officials point out that the question of  indemnity only arises when the wide powers conferred under the special powers acts are exceeded that there are obvious objections to the enactment of a general indemnity before order has been restored and all detainees released and that any form of indemnity which appreciably abridges existing domestic remedies in respect of the breaches of the human rights convention alleged by the government of the republic would undermine our case against the admissibility of the allegations before the commission at strasbourg,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
861,PREM_15_1689_031,"During the week a battalion adjutant, two company commanders, a company quartermaster, and two company explosives officers of the Provisional IRA were arrested. The Commissioners courts reviewed 18 cases and confirmed 16 for detention.",during the week a battalion adjutant two company commanders a company quartermaster and two company explosives officers of the provisional ira were arrested the commissioners courts reviewed 18 cases and confirmed 16 for detention,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
862,PREM_15_1689_145,In Feeny 4 RC (no trace) were arrested under SPA 11.,in feeny 4 rc no trace were arrested under spa 11,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
863,PREM_15_1689_159,"By 29 December the Commissioners had reviewed the cases of 167 men who had 
been interned and ordered the release of 63. The following remain interned/ detained as at 31 December 1972: 
10 interned under the previous powers whose cases have not yet 
been reviewed by the Commissioners. b. 
teen reviewed by the Commissioners. c. 
d. 106 detained under the previous powers whose cases have not yet 104 who were previously interned and whose cases have been 
reviewed by the Commissioners who have ordered that they should be detained. 
72 detained since the introduction of the Commission and held under interim custody orders until their cases are heard by the Commissioners.
",by 29 december the commissioners had reviewed the cases of 167 men who had  been interned and ordered the release of 63 the following remain interned detained as at 31 december 1972  10 interned under the previous powers whose cases have not yet  been reviewed by the commissioners b  teen reviewed by the commissioners c  d 106 detained under the previous powers whose cases have not yet 104 who were previously interned and whose cases have been  reviewed by the commissioners who have ordered that they should be detained  72 detained since the introduction of the commission and held under interim custody orders until their cases are heard by the commissioners ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
864,PREM_15_1689_159,"It should be noted that since the introduction of the ""Detention of Terrorists"" (Northern Ireland) Order 1972 on 7 November 1972 there have been 265 arrests with a view to possible detention.",it should be noted that since the introduction of the detention of terrorists northern ireland order 1972 on 7 november 1972 there have been 265 arrests with a view to possible detention,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
865,PREM_15_1689_160,"Lord Diplock has presented the report of his Commission on legal procedures to deal with terrorist activities and the Government has announced its intention to implement his recommendations.
",lord diplock has presented the report of his commission on legal procedures to deal with terrorist activities and the government has announced its intention to implement his recommendations ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
866,PREM_15_1689_160,"Legislation is therefore being prepared and this may include those emergency powers which will still be required if the Government decides to repeal the Special Powers Act.
",legislation is therefore being prepared and this may include those emergency powers which will still be required if the government decides to repeal the special powers act ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
867,PREM_15_1689_160,"The Commission recognised that there was a continuing need for detention by the executive, but they proposed, amongst other things, various changes in court procedures which will be of considerable assistance to the Security Forces.
",the commission recognised that there was a continuing need for detention by the executive but they proposed amongst other things various changes in court procedures which will be of considerable assistance to the security forces ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
868,PREM_15_1689_160,"The most significant of these are the trial of terrorist offences by a judge sitting alone, restrictions on the granting of bail and the admissibility of confessions and certain written statements.",the most significant of these are the trial of terrorist offences by a judge sitting alone restrictions on the granting of bail and the admissibility of confessions and certain written statements,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
869,IMG_5959_PREM_15_483,"The Prime Minister has emphasised to me that the Advisory Committee, on which an eminent English lawyer and a local businessman serve with Judge Brown, is able to review all cases, and that he has publicly stated that it would be quite extraordinary if he were not to accept this advice. He has, in fact, released every internee whose release the Committee has recommended.",the prime minister has emphasised to me that the advisory committee on which an eminent english lawyer and a local businessman serve with judge brown is able to review all cases and that he has publicly stated that it would be quite extraordinary if he were not to accept this advice he has in fact released every internee whose release the committee has recommended,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
870,IMG_5974_PREM_15_483,"Since that decision, all the other original arrests have either (as has happened in most cases) been overtaken by internment orders, or 
the arrested 
persons have been released. And, of course, the more recent arrests made under the Special Powers Act have been carried out in what the courts held to be the correct manner.",since that decision all the other original arrests have either as has happened in most cases been overtaken by internment orders or  the arrested  persons have been released and of course the more recent arrests made under the special powers act have been carried out in what the courts held to be the correct manner,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
871,IMG_5990_PREM_15_483,Since 9 August there have been 876 arrests under the Special,since 9 august there have been 876 arrests under the special,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
872,IMG_5991_PREM_15_483,Powers Act.,powers act,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
873,IMG_6017_PREM_15_483,My letter of 14 October ended with a reference to the Advisory Committee on Internment. The Advisory Committee has been making good headway and to date has reviewed 99 cases; of these they have recommended release for 10 men and continued internment for 83 with consideration deferred for the remaining 6. Of the 10 cases recommended for release 7 men have actually been sent home and release has been directed in one other case; 2 cases are at present under my consideration.,my letter of 14 october ended with a reference to the advisory committee on internment the advisory committee has been making good headway and to date has reviewed 99 cases of these they have recommended release for 10 men and continued internment for 83 with consideration deferred for the remaining 6 of the 10 cases recommended for release 7 men have actually been sent home and release has been directed in one other case 2 cases are at present under my consideration,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
874,IMG_6019_PREM_15_483,"The Prime Minister has emphasised to me that the Advisory Committee, on which an eminent English lawyer and a local businessman serve with Judge Brown, is able to review all cases, and that he has publicly stated that it would be quite extraordinary if he were not to accept this advice. He has, in fact, released every internee whose release the Committee has recommended.",the prime minister has emphasised to me that the advisory committee on which an eminent english lawyer and a local businessman serve with judge brown is able to review all cases and that he has publicly stated that it would be quite extraordinary if he were not to accept this advice he has in fact released every internee whose release the committee has recommended,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
875,IMG_6031_PREM_15_483,"They are expected to show that 110 cases have been reviewed and 10 internees have been recommended for release. 9. 
Some of the cases are taking a long time to prepare. The review 
body will meet as often as is necessary to avoid a backlog of prepared cases.",they are expected to show that 110 cases have been reviewed and 10 internees have been recommended for release 9  some of the cases are taking a long time to prepare the review  body will meet as often as is necessary to avoid a backlog of prepared cases,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
876,IMG_6045_PREM_15_483,"You asked why Judge Brown’s Advisory Committee on 
Internment Appeals seemed to have come to a standstill. In fact, their work is continuing and the figures in the note which you saw (implying no increase in the number of cases considered over the past week) were incorrect. 64 cases have now been considered. 7 have been released (including 2 released today). They have decided not to release 48 and 9 cases are still pending. But the number of cases considered will continue to grow. The Committee say that the main limitation on their speed of working is the time taken by solicitors to prepare cases for submission to them.",you asked why judge browns advisory committee on  internment appeals seemed to have come to a standstill in fact their work is continuing and the figures in the note which you saw implying no increase in the number of cases considered over the past week were incorrect 64 cases have now been considered 7 have been released including 2 released today they have decided not to release 48 and 9 cases are still pending but the number of cases considered will continue to grow the committee say that the main limitation on their speed of working is the time taken by solicitors to prepare cases for submission to them,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
877,IMG_6049_PREM_15_483,"In order to avoid the impression that there is any unnecessary 
delay in the review of the cases of internees the Home Office is considering whether the review body should be moved to make a further statement on the results of their activities.",in order to avoid the impression that there is any unnecessary  delay in the review of the cases of internees the home office is considering whether the review body should be moved to make a further statement on the results of their activities,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
878,IMG_6110_PREM_15_483,"Page 1 : (64,448) - (586,544)",page 1  64448  586544,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
879,IMG_6258_PREM_15_484,"12. Initial discussions with the Northern Ireland Government, conducted at the end of last week, indicated that they were likely to accept the need for changes both in the legal forms relating to internment (e.g. in the direction of informing the internee of the grounds for interning him) and in the administrative treatment of those in internment (e.g. in the direction of segregating the hard-",12 initial discussions with the northern ireland government conducted at the end of last week indicated that they were likely to accept the need for changes both in the legal forms relating to internment eg in the direction of informing the internee of the grounds for interning him and in the administrative treatment of those in internment eg in the direction of segregating the hard,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
880,IMG_6261_PREM_15_484,"The Home Secretary told Mr. Faulkner that he proposed that Sir Edmund Compton 
be asked to carry on dealing with complaints from persons arrested with a view to internment. This, together with the arrangements which were being made for a Board of Visitors to hear complaints of people once they were received into prison, should fill the gap which had been criticised.",the home secretary told mr faulkner that he proposed that sir edmund compton  be asked to carry on dealing with complaints from persons arrested with a view to internment this together with the arrangements which were being made for a board of visitors to hear complaints of people once they were received into prison should fill the gap which had been criticised,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
881,IMG_6262_PREM_15_484,"The Home Secretary said that much of the criticism in the recent debate 
had centred on procedures for internment. If these could be modified it would be easier to retain support for the principle of internment itself. Mr. Faulkner said that this was under active consideration.
",the home secretary said that much of the criticism in the recent debate  had centred on procedures for internment if these could be modified it would be easier to retain support for the principle of internment itself mr faulkner said that this was under active consideration ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
882,IMG_6262_PREM_15_484,"He had it in mind that an internee might be told in writing of the allegation against him: the statement would be on the lines that he was a member of an unlawful association, or actively involved in the recent campaign of violence.",he had it in mind that an internee might be told in writing of the allegation against him the statement would be on the lines that he was a member of an unlawful association or actively involved in the recent campaign of violence,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
883,IMG_6305_PREM_15_484,"This is also the view of Mr Dalton, He said that the evidence put before the Advisory Committee by Special Branch was adequate to enable the Committee to reach a judgment, but that it would not convince a court.",this is also the view of mr dalton he said that the evidence put before the advisory committee by special branch was adequate to enable the committee to reach a judgment but that it would not convince a court,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
884,IMG_6306_PREM_15_484,"was the setting up of some form of Commission which would review the reasons for internment and the procedure which has so far been adopted.
",was the setting up of some form of commission which would review the reasons for internment and the procedure which has so far been adopted ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
885,IMG_6306_PREM_15_484,"There are I think some improvements which might be made to the interrment 
appeal procedure for example, by allowing legal representation of internees at the hearing - but this would be little more than window dressing and would be regarded as tinkering.",there are i think some improvements which might be made to the interrment  appeal procedure for example by allowing legal representation of internees at the hearing  but this would be little more than window dressing and would be regarded as tinkering,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
886,IMG_6315_PREM_15_484,"Page 1 : (89,170) - (495,219)",page 1  89170  495219,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
887,IMG_6343_PREM_15_484,"Judge Brown’s Advisory Body is making progress with the review 
of the cases of internees and it is expected that it will soon be in a position to release some further figures.",judge browns advisory body is making progress with the review  of the cases of internees and it is expected that it will soon be in a position to release some further figures,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
888,IMG_7621_PREM_15_1009,The emphasis is on arresting people only if they are wanted in connection with criminal offences but Regulation 11 (1) under the Special Powers Act may be used in certain circumstances.,the emphasis is on arresting people only if they are wanted in connection with criminal offences but regulation 11 1 under the special powers act may be used in certain circumstances,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
889,IMG_7656_PREM_15_1009,At least for presentational reasons it might be necessary for some of the internees to be detained and charged in the normal way.,at least for presentational reasons it might be necessary for some of the internees to be detained and charged in the normal way,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
890,IMG_7694_PREM_15_1009,"We have also to decide whether, given the Attorney General’s judgment that some 30 pending prosecutions will have to be abandoned, the persons concerned should be re-arrested under the Special Powers Act (paragraph 4). Several of those whose arrests on 9th August, 1971, were judged invalid on purely technical grounds were immediately re-arrested under a valid formula.",we have also to decide whether given the attorney generals judgment that some 30 pending prosecutions will have to be abandoned the persons concerned should be rearrested under the special powers act paragraph 4 several of those whose arrests on 9th august 1971 were judged invalid on purely technical grounds were immediately rearrested under a valid formula,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
891,IMG_7697_PREM_15_1009,"If so, the new Directive should be issued without further delay; and in the case of Northern Ireland it should be accompanied, as the Attorney General has suggested, by a specific reminder about the domestic law on the subject in the Six Counties.",if so the new directive should be issued without further delay and in the case of northern ireland it should be accompanied as the attorney general has suggested by a specific reminder about the domestic law on the subject in the six counties,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
892,IMG_7698_PREM_15_1009,"The modern practice is to take wide powers (as in the N I 
Special Powers Acts and Regulations) to enable the executive to detain and take other steps to restore order.
",the modern practice is to take wide powers as in the n i  special powers acts and regulations to enable the executive to detain and take other steps to restore order ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
893,IMG_7698_PREM_15_1009,"As long as soldiers and officials 
act within such powers they require no indemnity because the jurisdiction of the courts is effectively excluded.
",as long as soldiers and officials  act within such powers they require no indemnity because the jurisdiction of the courts is effectively excluded ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
894,IMG_7698_PREM_15_1009,"The question of indemnity only 
arises when even the wide powers so conferred are exceeded, eg by the use of excessive force or failure to comply with legal requirements as to arrest.",the question of indemnity only  arises when even the wide powers so conferred are exceeded eg by the use of excessive force or failure to comply with legal requirements as to arrest,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
895,IMG_7699_PREM_15_1009,"Irish case on an eighteenth century indemnity enactment that a good faith provision would allow proceedings for bodily maltreatment.
",irish case on an eighteenth century indemnity enactment that a good faith provision would allow proceedings for bodily maltreatment ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
896,IMG_7699_PREM_15_1009,"The draft Bill prepared for the last N I 
Government suffered from this vice since it would have prevented any proceedings, civil or criminal, in respect of anything purporting to have been done under Regulations 10 to 13 of the Special Powers Regulations or in carrying out any order made under then (thus covering internment and detention orders and interrogation).
",the draft bill prepared for the last n i  government suffered from this vice since it would have prevented any proceedings civil or criminal in respect of anything purporting to have been done under regulations 10 to 13 of the special powers regulations or in carrying out any order made under then thus covering internment and detention orders and interrogation ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
897,IMG_7699_PREM_15_1009,It seems from an,it seems from an,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
898,IMG_7785_PREM_15_1011,"Any action we take must be such as not to alienate the minority community as a whole: a consideration which must rule out the further use of internment in the arbitrary form which it now takes under the Special Powers Act.
",any action we take must be such as not to alienate the minority community as a whole a consideration which must rule out the further use of internment in the arbitrary form which it now takes under the special powers act ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
899,IMG_7785_PREM_15_1011,"The most promising possibility is to create a system 
of special courts whose function would not be to convict accused persons of criminal offences, but to judge whether they were guilty of certain specified conduct and commit them to ""preventive detention"" if they were. The Act making this provision (as to the necessity of an Act see below) could be of 6 months duration renewable by Order in Council.
",the most promising possibility is to create a system  of special courts whose function would not be to convict accused persons of criminal offences but to judge whether they were guilty of certain specified conduct and commit them to preventive detention if they were the act making this provision as to the necessity of an act see below could be of 6 months duration renewable by order in council ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
900,IMG_7785_PREM_15_1011,The provision would apply to conduct involving complicity in any degree with terrorism generally; it,the provision would apply to conduct involving complicity in any degree with terrorism generally it,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
901,IMG_7786_PREM_15_1011,"one of conviction for a crime so as to remove the taint of internment.
",one of conviction for a crime so as to remove the taint of internment ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
902,IMG_7786_PREM_15_1011,"Naturally anyone who could be brought before a criminal court would be and it could be provided that acquittal in a criminal court was no bar to proceedings for preventive detention.
",naturally anyone who could be brought before a criminal court would be and it could be provided that acquittal in a criminal court was no bar to proceedings for preventive detention ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
903,IMG_7786_PREM_15_1011,It might be possible to bring all persons interned under the present procedure before the special court for discharge or committal to preventive detention.,it might be possible to bring all persons interned under the present procedure before the special court for discharge or committal to preventive detention,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
904,IMG_7787_PREM_15_1011,"Any person would be allowed to effect an arrest without warrant if there was reasonable suspicion complicity in the conduct referred to; and any list of suspects published by the authority of the Chief Constable or an Assistant Chief Constable of the RUC would be conclusive evidence that there was reasonable suspicion.
",any person would be allowed to effect an arrest without warrant if there was reasonable suspicion complicity in the conduct referred to and any list of suspects published by the authority of the chief constable or an assistant chief constable of the ruc would be conclusive evidence that there was reasonable suspicion ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
905,IMG_7787_PREM_15_1011,"An arrested person could be held for 72 hours for questioning; and then either discharged or brought before a magistrate to be committed to a special court. A special court would consist of a judge of the Supreme Court sitting with any other judge of the Supreme Court or a county court judge or a resident magistrate.
",an arrested person could be held for 72 hours for questioning and then either discharged or brought before a magistrate to be committed to a special court a special court would consist of a judge of the supreme court sitting with any other judge of the supreme court or a county court judge or a resident magistrate ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
906,IMG_7787_PREM_15_1011,"The court would be obliged to inform the accused at least of the general tenor of the evidence against him and to hear him or his counsel in his defence.
",the court would be obliged to inform the accused at least of the general tenor of the evidence against him and to hear him or his counsel in his defence ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
907,IMG_7787_PREM_15_1011,"If the court found the case proved, it would commit the accused to preventive detention, and there would be provision for release by the Secretary of State on conditional licence. The duration of the detention would also be affected by the duration of the Act itself.
",if the court found the case proved it would commit the accused to preventive detention and there would be provision for release by the secretary of state on conditional licence the duration of the detention would also be affected by the duration of the act itself ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
908,IMG_7787_PREM_15_1011,"There would be a right of appeal to the Court of Appeal in Northern Ireland sitting in camera.
",there would be a right of appeal to the court of appeal in northern ireland sitting in camera ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
909,IMG_7787_PREM_15_1011,"It might be argued that if special courts can be instituted in the manner described, the concept should be",it might be argued that if special courts can be instituted in the manner described the concept should be,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
910,IMG_7788_PREM_15_1011,"the 1972 Actor of the Special Powers Act, The constitution of a court, court procedure including the laws of evidence, an appeal to the Supreme Court (which is a reserved matter) and the deprivation of a remedy for false imprisonment in /circumstances are all involved.",the 1972 actor of the special powers act the constitution of a court court procedure including the laws of evidence an appeal to the supreme court which is a reserved matter and the deprivation of a remedy for false imprisonment in circumstances are all involved,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
911,IMG_7796_PREM_15_1011,"Internment or detention. I understand that the Secretary of State 
remains unwilling to reintroduce internment but may be prepared to make detention orders for periods of up to 28 days on a fairly wide scale; and the Attorney General may say that the existing provisions of the Special Powers Acts suffice to make this legal, provided that interrogation is continued throughout this period.",internment or detention i understand that the secretary of state  remains unwilling to reintroduce internment but may be prepared to make detention orders for periods of up to 28 days on a fairly wide scale and the attorney general may say that the existing provisions of the special powers acts suffice to make this legal provided that interrogation is continued throughout this period,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
912,IMG_7842_PREM_15_1012,"Possible changes in the law or legal procedure are being considered by an inter-departmental group.
",possible changes in the law or legal procedure are being considered by an interdepartmental group ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
913,IMG_7842_PREM_15_1012,"It has been confirmed that there is no objection to charges being brought 
of membership of the IRA, being an unlawful association under the Special Powers Act. When there is evidence, arrests can therefore be made with a view to charges being brought.",it has been confirmed that there is no objection to charges being brought  of membership of the ira being an unlawful association under the special powers act when there is evidence arrests can therefore be made with a view to charges being brought,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
914,IMG_7924_PREM_15_1012,"Planning to legislate either in the overspill of the present Session or at the beginning of the next Session, with the corollary that in the interim the use of detention under the existing Regulation 11 (perhaps with some amendment which could be made during the Recess under the urgency procedure, subject to Affirmative Resolution when Parliament reassembles) might be justified by a declaration of an intention to introduce new legislation at an early date.",planning to legislate either in the overspill of the present session or at the beginning of the next session with the corollary that in the interim the use of detention under the existing regulation 11 perhaps with some amendment which could be made during the recess under the urgency procedure subject to affirmative resolution when parliament reassembles might be justified by a declaration of an intention to introduce new legislation at an early date,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
915,IMG_7987_PREM_15_1012,"There is no statutory time limit to the period for which persons arrested under Regulation 11 of the Special Powers Act can be held for interrogation. 
However, if at the PO a subject 
is recommended for extended uestioning beyond a period of 48 hours after arrest, the approval of the Secretary of State for Northern Ireland will be sought.",there is no statutory time limit to the period for which persons arrested under regulation 11 of the special powers act can be held for interrogation  however if at the po a subject  is recommended for extended uestioning beyond a period of 48 hours after arrest the approval of the secretary of state for northern ireland will be sought,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
916,IMG_8005_PREM_15_1012,"In effect, this would be a substitution of the administrative decision of (now) the Secretary of State by the decision of a committee.",in effect this would be a substitution of the administrative decision of now the secretary of state by the decision of a committee,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
917,IMG_8006_PREM_15_1012,"In the opinion of the Attorney General it would be 
possible to provide by legislation for the establishment of a procedure whereby persons would be subject to preventive detention on the exercise of the discretion of a tribunal which was satisfied that the persons brought before it had been concerned with terrorism.",in the opinion of the attorney general it would be  possible to provide by legislation for the establishment of a procedure whereby persons would be subject to preventive detention on the exercise of the discretion of a tribunal which was satisfied that the persons brought before it had been concerned with terrorism,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
918,IMG_8052_PREM_15_1013,"HM Government it clear, on assuming direct responsibility for the government of Northern Ireland, t hat it was their objective to bring internment under the Special Powers Act to as soon as the security situation permitted; and to 
consider how far the powers conferred under that Act could be dispensed with.
",hm government it clear on assuming direct responsibility for the government of northern ireland t hat it was their objective to bring internment under the special powers act to as soon as the security situation permitted and to  consider how far the powers conferred under that act could be dispensed with ,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
919,IMG_8052_PREM_15_1013,"o use 
HM Government reaffirm these objectives and their determination the processes of law to the fullest possible extent in 
dealing with terrorism.",o use  hm government reaffirm these objectives and their determination the processes of law to the fullest possible extent in  dealing with terrorism,0,J_Legal_Procedure,0,0,0,0,0,0,0,1,0,0,0,0
