,image_id,file_id,img_file_orig,justification,occurances,transcribed_text,handwriting,transcribed_orig_if_handwritting,notes,
1134,IMG_5802,PREM_15_479,IMG_5802_PREM_15_479,J_Development-Unity,1,One of Mr Faulkner's chief arguments for internment (and it was a strong argument) was that continued terrorism was threatening the economy of the country.,,,,
7700,IMG_5802,PREM_15_479,IMG_5802_PREM_15_479,J_Political-Strategic,1,"Another argument, which I still believe to have been a strong one, was that in July there were clear signs of a Protestant mood to take matters into their own hands and deal with the Catholics themselves. This mood is reviving.",,,,
8778,IMG_5802,PREM_15_479,IMG_5802_PREM_15_479,J_Terrorism,1,One of Mr Faulkner's chief arguments for internment (and it was a strong argument) was that continued terrorism was threatening the economy of the country.,,,,
8785,IMG_5835,PREM_15_479,IMG_5835_PREM_15_479,J_Terrorism,1,It is one of the few buildings that the IRA have not tried to blow up!,,,,
9296,IMG_5835,PREM_15_479,IMG_5835_PREM_15_479,J_Utilitarian-Deterrence,1,A released internee is of greater news value than an army widow or a soldier or policeman doing his job.,,,CODED WRONG?,
9297,IMG_5835,PREM_15_479,IMG_5835_PREM_15_479,J_Utilitarian-Deterrence,2,Tell Wilson that if there had been more interned sooner there would be less bombs and bloodshed today.,,,,
693,IMG_5589,PREM_15_480,IMG_5589_PREM_15_480,J_Denial,1,It is because of such involvement that persons are being held and not because of their political views or because they oppose the Government.,Y,No one is being held either because of his political views or because he opposes the Government,,
5173,IMG_5606,PREM_15_480,IMG_5606_PREM_15_480,J_Legal_Procedure,1,"1. Ministers here have agreed that the date now agreed for a tripartite summit means that it would hardly be possible to defer making internment orders until after the meeting. As far as we are concerned, therefore, the way is clear for the making of orders as soon as you have your appeal committee appointed.",,,,
5174,IMG_5606,PREM_15_480,IMG_5606_PREM_15_480,J_Legal_Procedure,2,Mr. [] suggests that the main stress of the statement should [] on the narrow scope of internment as defined in paragraph 2 and on the fact that the signing of the orders entitles internees to apply to the appeal committee. ,,,,
6895,IMG_5606,PREM_15_480,IMG_5606_PREM_15_480,J_Misc,1,Mr. [] suggests that the main stress of the statement should [] on the narrow scope of internment as defined in paragraph 2 and on the fact that the signing of the orders entitles internees to apply to the appeal committee. ,,,,
8897,IMG_5606,PREM_15_480,IMG_5606_PREM_15_480,J_Terrorism,1,"2. In the discussion which I had with your prime minister, which I have reported to ministers here, it was agreed that internment orders would only be made in respect of persons who there are reasonable grounds for thinking are actively associated with one or other branch of the IRA - or, if any such are subsequently detained, members of any other terrorists organisations.",,,,
9345,IMG_5687,PREM_15_481,IMG_5687_PREM_15_481,J_Utilitarian-Deterrence,1,A warrant has been issued for Gallagher's arrest on a charge of murder. He is a native of Strabane and was on the list of those wanted for internment. ,,,,
756,IMG_5722,PREM_15_481,IMG_5722_PREM_15_481,J_Denial,1,"Conditions at Long Kesh: We have been given the following information by the Northern Ireland Government in connection with today's Press Report appearing in the Morning Star about conditions at Long Kesh. 1. Accomodation: There are 40 men at present accommodated in huts originally planned for 34, but only parts of the camp have been completed and it is expected that with the completion of further building work in a fortnight's time this position will be relieved. 2. Cooking: Cooking is not done by electricity but by [] gas and the use of search lights therefore has no effect on the power available in the cook-hours; but there are electric hotplates in the mess halls and these developed a fault yesterday which was put right today. 3. Bunks: These are standard army issue. 4. Clothing: Internees were allowed to bring with them all the clothing they had in their possession. Those who wish to obtain a change of clothes can do so by having other garments brought in by relations or friends; alternatively if this is not possible clothing is issued to them. 5. Books: They were allowed to take in with them books they alread possessed and further supplies are being provided at Long Kesh as soon as possible. 75 newspapers are being provided free of charge daily.",,,,
763,IMG_5723,PREM_15_481,IMG_5723_PREM_15_481,J_Denial,1,"6. Television: A large television and a radio are provided in each hut. All are in good working order. 7. Heating: Huts are electrically heated and standards are considered adequate. 8. Searching: The searching of visitors is inevitable in present circumstances. P. Leychon; 21 September 1971. cc. Mr Woodfield, Mr Lindley, Mrs Birleson",,,,
8939,IMG_5766,PREM_15_481,IMG_5766_PREM_15_481,J_Terrorism,1,I said that it was deeply distressing but that the increasing activity and violence of the I.R.A. had left no alternative but the policy of internment.,,,,
5215,IMG_6133,PREM_15_482,IMG_6133_PREM_15_482,J_Legal_Procedure,1,4. On internment Hume pursued the theme of the Special Court to sit without jury under a judge who commanded the respect of the minority.,,,,
5285,IMG_6239,PREM_15_482,IMG_6239_PREM_15_482,J_Legal_Procedure,1,"3. If the advisory committee examining the internees produces results which could have a good chance of getting the SDLP into the talks, it is all the more important to be able to say something in Dublin, even if only in private, about the point in paragraph 2.",,,,
4396,IMG_6110,PREM_15_483,IMG_6110_PREM_15_483,J_Legal_Procedure,1,"The government had this matter under consideration. They had received many reports from reliable people, including elected representatives and members of the legal proffession in the North. But, as yet, no decision had been taken on the matters referred to",,,,
5810,IMG_6110,PREM_15_483,IMG_6110_PREM_15_483,J_Misc,1,"It had been alleged that in the Republic we were tolerant of illegal organisations: that our controls were lax in regard to the storage and movement of explosives, and that consequently there was a good deal of illegal cross-border activity.",,,,
4438,IMG_6315,PREM_15_484,IMG_6315_PREM_15_484,J_Legal_Procedure,1,(2) A detained person will be given full opportunities to make representations in writing to the Secretary of State regarding his case or his treatment.,,,,
2919,IMG_5241,PREM_15_485,IMG_5241_PREM_15_485,J_Intelligence,1,"The growing success of the British Army's efforts in Ulster to trace suspected IRA men and their weaponry stems, the Army claims, from an increasing flow of information. Privately, the Army acknowledges that most of this is coming from those already detained.",,,,
3213,IMG_6421,PREM_15_486,IMG_6421_PREM_15_486,J_Intl-Domestic_Precedent,1,"There is however some mention in the British press today, related to the raid on the Sein Fein buildings, of possible action being taken by the Republic to proceed with internment on their own.",y,"There is however some mention in the British press today, related to the raid on the Sein Fein buildings, of action being taken by the Eire government to proceed with internment on their own.",,
