,image_id,justification,level_2,text
4804,IMG_2183,J_Legal_Procedure,3,"units are to arrange that the 
soldier making the arrest brings him to the appropriate Police Office and hands him over to a police officer or police constable notifying him of the full circumstances of the arrest in accordance with the procedure laid down in Annex B to Part 3 Section 3 of Northern Ireland Standing Security Instruction 1971"
4809,IMG_2196,J_Legal_Procedure,1,"The decision is, of course, Faulkners, since the 
powers under which these measures are taken are powers. of the Northern Ireland Government."
4816,IMG_2210,J_Legal_Procedure,1,"Any 
new draft regulations required for this purpose could now be prepared for immediate signature if and when the need arose. 
Rules for the internal 
administration of internment camps had been drafted"
4823,IMG_2217,J_Legal_Procedure,1,"Page 1 : (74,72) - (475,106)"
4830,IMG_2227,J_Legal_Procedure,1,"The Northern Ireland Government were advised that we presume that the 
statue of internees and internal regulations will be dealt with under the Special Powers Acts, particularly Regulations 12 and 13. 
Ireland Government pursuing this line and if so, what progress has been"
4837,IMG_2233,J_Legal_Procedure,1,"Page 1 : (46,324) - (593,420)"
4838,IMG_2233,J_Legal_Procedure,2,"The power of internment is contained in Regulation 12 made under the Civil Authorities (Special Powers) Acts (Northern Ireland) 1922-43,"
4844,IMG_2234,J_Legal_Procedure,1,"Page 1 : (189,251) - (444,370)"
4851,IMG_2262,J_Legal_Procedure,1,"Como ’Of’fice’ thomsolves havoc no authority to finanoo any 
priSaon accommodation outoido Great"" Britian; and tho D of .E could not Fact an agents for them, or for ayothe boywtotteebi 
(1) GEN 47(71); ist Mig Conclusion (2)"
4858,IMG_2270,J_Legal_Procedure,1,"Mr Nicholls said that certain aspects of 
policy were still to be resolved including: a. b. 
Status of internees Standards of accommodation"
4865,IMG_2281,J_Legal_Procedure,1,"You ITRELAND .A’- INT R1iE.NT uill know that considertion has been given to the need to 
tighten up security arrangements in Torthern Ireland and, in piticuilar, to the possibility of introducing internment under the Spcal.Powers Act."
4872,IMG_2290,J_Legal_Procedure,1,Status. The present terms of reference state that internees should be treated as convicted criminals. The Home Office official was most unhappy with this definition and believed that there would be humanitarian pressures to provide for creature comforts.
4879,IMG_2293,J_Legal_Procedure,1,"The legal status of internees would be no better than 
that of convicted prisoners (under the Special Powers Act it is conceivable that they might be worse);"
4886,IMG_2294,J_Legal_Procedure,1,"On Home Office advice the use of Great Britain either in 
terms of prisons or other accommodation or even the use of a Great Britain anchorage has been ruled out because legislation at Westminster would be required to enable internees to be accommodated in this country or in its territorial waters. (under existing law prisoners in Northern Ireland can only be transferred to prisons in Great Britain at their own request) The Isle of Man has also been ruled out: not only would legislation in Northern Ireland end the Isle of Man be necessary, but any scheme would also need prior discussion and agreement with the Isle of Man Government, which is highly unlikely to be forthcoming"
4893,IMG_2298,J_Legal_Procedure,1,"Regulation 12 made under the Civil Authorities (Special Powers) Acts 
(Northern Ireland) 1922-43 confers on the Northern Ireland Government the power to intern without trial."
4900,IMG_2299,J_Legal_Procedure,1,transfer to Great Britain would require legislation here.
4907,IMG_4924,J_Legal_Procedure,1,He is operating the inquisitorial procedure provided for in the Tribunals of Inquiry Act (a procedure which has been the subject of bitter criticism in the V and G case).
4914,IMG_4928,J_Legal_Procedure,1,For deep interrogation the penalties would probably be nominal and the Crown could stand by the personnel as in civil actions. If the possibility of a more serious penalty such as imprisonment was involved we should resort to an Act of Indemnity on an individual basis.
4921,IMG_4938,J_Legal_Procedure,1,"Page 1 : (83,631) - (567,811)"
4928,IMG_4939,J_Legal_Procedure,1,"V1efer1,0i to abovP ra rl su Esct ofr havn 9t atml.1eºd anr off’erse againM tigulatien ehlA made under the UivW nuthOrrities (gpasiaol Power+,) An4 (Nettorhrn Ireland) 190, Under 14egulatiion 1l made und01e that Ant any m fifr of’ har Majesty’ Purees on duty, when 0h Moeauioan for the Arrest arises, may arreat’ without warrant any"" Pesn Who is AUspected of having ornmtted an offenoe ataint the hesulAtlonA,"
4929,IMG_4939,J_Legal_Procedure,2,"""I am arresting you under the powera co nerred by the Civil Auhorritis (speoisa vowerm) At (Northarn Ireland) 1922"". If the person arrestow questiono the Authority for thO Arrest, t’ by asking what ofenooe he hs uommitted or under what Regulation he is avrrsted tho oldier making the arrent is to say "" 
am not required to give any furthr explanation. that if yourssaresyou may be committing an offenoe""."
4930,IMG_4939,J_Legal_Procedure,3,"he document of authority for arrest night be used to Justify an arrest under togulation 10 or regulation 11 of th Civil Authorities (peoisa. 
1 warn you Powers) 
Act (Northern Ireland) I22, There is also a pOwer of arrest conferred by BSotion 7(1) of the Act, but in different torms to, and with results differont from what follows on any arrest purported to e made under Regulationa 10 or 11."
4935,IMG_4940,J_Legal_Procedure,1,"Mr McDermott confined the case to whether the arrest by warrant Officer Bullman on the 9th August was lawful under paragraph 10 of the 
Regulations; 
and it is on that basis I trot the matter."
4942,IMG_4975,J_Legal_Procedure,1,"He 
still thought that it was essential to a fair trial that there should be a confrontation between the witness and the accused. 
On reflection, however, he did not think that 
either the accused or his legal representative was necessarily entitled to know the identity of the witness or be in a position to recognise him"
4943,IMG_4975,J_Legal_Procedure,2,"The court 
would, however, have to know the identity of the witness and ought to be given the power to decide in each case whether it was justifiable that this procedure should be followed"
4949,IMG_4996,J_Legal_Procedure,1,"We have accordingly confined our 
inquiry to interrogation in circumstances where some public emergency has arisen as a result of which suspects can legally be detained without trial."
4956,IMG_5013,J_Legal_Procedure,1,"In Northern Ireland in normal times the powers of the police and prison officers in relation to those in custody are substantially the same except for an immaterial difference in their Judges’ Rules. 
Of 
the Regulations scheduled to the Civil Authorities (Special Powers) Act (Northern Ireland) 1922, Regulation 10 provides that ’Any officer of The Royal Ulster Constabulary, for the preservation of the peace and maintenance of order, may authorise the arrest without warrant and detention for a period of not more then 48 hours of any person for the purpose of interrogation’."
4957,IMG_5013,J_Legal_Procedure,2,"Regulation 11 
provides a limited power of detention and a limited right to photograph and finger-print and Regulation 12 a limited right of internment. 
Regulation 13(5) provides 
that ’Persons detained or interned in any of Her Majesty’s prisons shall be subject to any rules for the government of prisoners awaiting trial including such general rules as are applicable to such prisoners, for the time being in force, except in so far as the said rules are inconsistent with this regulations."
4963,IMG_5027,J_Legal_Procedure,1,"Under conditions of emergency, or near emergency, there is likely 
to be internal security legislation controlling the treatment of detainees and arrested persons. 
reflect prevailing conditions. 
Legislation will vary from country to country and Military personnel are to acquaint themselves 
with the laws of the country concerned, and will not act unlawfully under any circumstances whatever."
4970,IMG_5050,J_Legal_Procedure,1,"We feel sure that you do not intend us to cover police 
interrogation under ordinary conditions but only interrogation under emergency conditions short of war such as prevail in Northern Ireland, e.g. where persons can be lawfully detained without trial."
4971,IMG_5050,J_Legal_Procedure,2,"To consider whether, and if so in what respects - under conditions in which persons suspected of terrorism can be lawfully detained without trial in the traditional Courts - the procedures currently authorised for the interrogation of such persons and for their custody while subject to interrogation require amendment."""
4977,IMG_5089,J_Legal_Procedure,1,"Page 1 : (88,278) - (466,369)"
4984,IMG_5438,J_Legal_Procedure,1,"He said that the Northern Ireland Government had powers 
to order internment, though Major Chichester-Clark had not wished to exercise them."
4991,IMG_5460,J_Legal_Procedure,1,"It might be best to confine discussion to the purely military aspects 
and to discuss such matters as legal problems (Items 3 and 4 of the Annex) under the Civil Contingency Planning item on the agenda."
4998,IMG_0050,J_Legal_Procedure,1,"I have therefore decided, after weighing all the relevant 
considerations, including the views of the security authorities and after consultation with HMG in the UK last Thursday, to exercise where necessary the powers of detention and internment vested in me as minister of Home Affairs."
5005,IMG_0165,J_Legal_Procedure,1,"MR FAULKNER, THE PRIME MINISTER OF NORTHERN IRELAND, ANNOUNCED THIS MORNING, 9 AUGUST, THAT AFTER WEIGHING ALL THE RELEVANT CONSIDERATIONS, INCLUDING THE VIEWS OF THE SECURITY AUTHORITIES, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND COVERNENT HAD DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT."
5012,IMG_0166,J_Legal_Procedure,1,"THOSE HELD WILL, WITHIN A REASONABLE PERIOD, EITHER BE CHARGED BEFORE A COURT, RELEASED, OR MADE THE SUBJECT OF AN INTERNMENT ORDER."
5019,IMG_0175,J_Legal_Procedure,1,"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS,, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT."
5026,IMG_0179,J_Legal_Procedure,1,"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT."
5033,IMG_0180,J_Legal_Procedure,1,"THE DECISION IS, OF COURSE, FAULKNER’S , SINCE THE POWERS UNDER WHICH THESE MEASURES ARE TAKEN ARE POWERS OF THE NORTHERN IRELAND GOVERNMENT."
5040,IMG_0185,J_Legal_Procedure,1,"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment."
5047,IMG_0189,J_Legal_Procedure,1,"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment."
5054,IMG_0192,J_Legal_Procedure,1,"The decision is, of course, Faulkner’s, since the 
powers under which these measures are taken are powers of the Northern Ireland Government."
5061,IMG_0195,J_Legal_Procedure,1,"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME 
MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT."
5068,IMG_0196,J_Legal_Procedure,1,UNDER WHI H THESE MEASURES ARE TAKEN ARE POWERS OF THE NORTHERN IRELAND GOVERNMENT.
5069,IMG_0196,J_Legal_Procedure,2,"THE DECISION IS OF COURSE FAULKNERS, SINCE THE POWERS"
5075,IMG_0198,J_Legal_Procedure,1,"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment."
5082,IMG_0204,J_Legal_Procedure,1,"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment."
5089,IMG_0205,J_Legal_Procedure,1,"The decision is, of course, Faulkner’s, since the 
powers under which these measures are taken are powers of the Northern Ireland Government."
5096,IMG_0211,J_Legal_Procedure,1,"THE PRIME MINISTER said that, after discussing with his colleagues the representations which Mr Faulkner had made at their meeting earlier in the afternoon, he had reached the conclusion that, if the position could be correctly described by saying that Mr Faulkner now wished to adopt a policy of internment and to invoke the statutory powers available to him for this purpose, the British Government would regard themselves as having been consulted by the Government of Northern Ireland and would be ready to acquiesce in this decision and to give the security forces the necessary instructions."
5097,IMG_0211,J_Legal_Procedure,2,"This, 
however, must be on the basis that all marches would be banned indefinitely; even if the Government of Northern Ireland’s powers in this respect were of only limited duration, they would have to be periodically renewed."
5103,IMG_0213,J_Legal_Procedure,1,In present circumstances the banning of marches could clearly be justified by reference to all three of the criteria which were the foundation of the Government of Northern Ireland’s statutory powers in this respect.
5110,IMG_0220,J_Legal_Procedure,1,"The decision whether to proceed to internment is yours to make under the 
Constitution but it is our mutual understanding, particularly in view of the involvement of UK forces, that such a decision would be agreed beforehand with us."
5117,IMG_5824,J_Legal_Procedure,1,"They are satisfied that they have got nothing 
on which they could issue a warrant. If he landed here they would certainly lift him under the special powers but I gather that there is no hope of being able to use these outside Northern Ireland."
5124,IMG_5828,J_Legal_Procedure,1,"You see we can go on holding him under our 
immigration laws, but if there is no charge preferred, we should have in the end to send him back to Dublin and the general feeling is that if he has got to be sent back it is probably better to end him back earlier than later."
5125,IMG_5828,J_Legal_Procedure,2,"The other/complication for us is that we do not allow political 
him in as an immigrant on the grounds that he is a danger to national security to which they will say if he is a danger to national security why on earth can’t you deal with him."
5131,IMG_5837,J_Legal_Procedure,1,"agreed to a request from the GOC, Northern Ireland, to introduce an independent inquiry to investigate the evidence relevant to allegations made by those arrested under the Special Powers Act on 9th August 1971 about their treatment while in the custody of the security forces, prior to subsequent release, the serving of a detention order or the preferral of criminal charges."
5132,IMG_5837,J_Legal_Procedure,2,It was announced on 21st August that the Government had
5138,IMG_5872,J_Legal_Procedure,1,"s to the committee itself, he was in process of setting it up and had invited Judge Brown, a Northern Ireland county court judge, to preside. The apparatus of the committee would not be required until internment orders (as opposed to detention orders) had been made."
5145,IMG_5588,J_Legal_Procedure,1,"Since 9th August persons have been detained under Orders made by me as Civil Authority under the Special Powers Act. 
I have now made Orders interning 219 of these persons. Other detainees have been released 
on the direction of the Atto rney-General, or their cases are still under consideration."
5152,IMG_5591,J_Legal_Procedure,1,"The Special Powers Regulations provide for the setting up of an 
Advisory Committee to consider representations from internees. His Honour 
Judge Brown has agreed to act as Chairman of this Committee."
5153,IMG_5591,J_Legal_Procedure,2,"It will be open to any internee, and all have been informed of their 
rights, to put his case to the Committee, verbally or in writing, or by both means. 
If he wishes to have legal advice in submitting a written case 
he may do so and the Government has arranged that financial arrangements similar to those available under the legal aid scheme will be applicable."
5159,IMG_5604,J_Legal_Procedure,1,"As internment had 
been resorted to it was right to give all those confined access to the Appeal Tribunal."
5160,IMG_5604,J_Legal_Procedure,2,Anyone who contested this
5166,IMG_5605,J_Legal_Procedure,1,allegation had the opportunity of putting the issue before the Tribunal.
5173,IMG_5606,J_Legal_Procedure,1,"Page 1 : (67,336) - (499,396)"
5174,IMG_5606,J_Legal_Procedure,2,"Page 1 : (61,640) - (534,695)"
5180,IMG_5629,J_Legal_Procedure,1,"""To investigate allegations by those arrested on 9 August under the Civil Authorities (Special Powers) Act Northern Ireland) 1922 of physical brutality while in the custody of the security forces prior to either their subsequent release, the preferring of a criminal charge or their being lodged in a place specified in a detention order""."
5187,IMG_5707,J_Legal_Procedure,1,"Back this up with an undertaking that the appeals procedure (due to 
begin on Saturday) will be conducted as rapidly as possible and will embrace all internees, whether they appeal or not."
5194,IMG_5729,J_Legal_Procedure,1,"But we all deplore the circumstances 
which have led to internment; /and we welcome the assurance of the Government of Northern Ireland that every effort will be made to ensure that all those who wish to avail themselves of their statutory right to appeal against their continued detention will be enabled to do so as rapidly as possible and that the number of those held in internment will be reduced to the minimum constituting an indisputable threat to public security]."
5201,IMG_5732,J_Legal_Procedure,1,WE SHOULD LIKE YOU TO MAKE THE POINT THAT ’’BRIEFING REGARDING THE SITUATION PERTAINING NORTHERN IRELAND’’ SHOULD CONSTITUTIONALLY REACH THE SECRETARYGENERAL FROM THE UK MISSION ONLY AND THAT ANY INFORMAL DISCUSSION HE MAY HAVE WITH ANOTHER MISSION ON THE SUBJECT SHOULD NOT BE REFERRED TO IN A PUBLIC STATEMENT.
5208,IMG_5754,J_Legal_Procedure,1,"Internment Appeals Tribunal The Prime Minister considers that it is 
very important, from the point of view of the tripartite meeting next week, that all the appointments to the Internment Appeals Tribunal should be finalised, and that there should, if possible, be a sitting of the Tribunal before the tripartite meeting."
5215,IMG_6133,J_Legal_Procedure,1,"Page 1 : (58,176) - (487,209)"
5222,IMG_6143,J_Legal_Procedure,1,"Regulation 10 of the Special Powers Act. 
The original arrest is under After 48 hours 
the man has to be re-arrested under Regulation 11(i) so that he can be detained."
5229,IMG_6169,J_Legal_Procedure,1,"When the Internment Orders were signed no additional 
information was conveyed to the next of kin although the internees themselves were given a copy of the Interment Order."
5236,IMG_6174,J_Legal_Procedure,1,"It was, therefore, important that the Advisory Council should be seen to be working rapidly and justly, with the internees being allowed all proper facilities for legal representation and access to relevant documents."
5237,IMG_6174,J_Legal_Procedure,2,"Lastly, while the processes in connection with internment should be seen to be working speedily and justly, an effort should be made to shorten the interval between the arrest and trial of persons charged with criminal offences in connection with public security. If the public could see that malefactors arrested by the security forces were brought swiftly to justice"
5243,IMG_6175,J_Legal_Procedure,1,"it would do much to increase public confidence, and the morale of the security forces themselves; their achievements in this regard had been considerable, but they were dimmed by the absence of a swift and manifest outcome of their efforts."
5244,IMG_6175,J_Legal_Procedure,2,The Advisory Committee had already held 4 meetings and had considered 16 cases; 32 more cases were pending and further meetings fixed to consider them. He was expecting the first batch of recommendations within the next few days.
5245,IMG_6175,J_Legal_Procedure,3,"Internees were all given notice of their rights and were allowed legal advice in the preparation of their cases; but legal representation was not allowed at their appearance before the Committee, which was conducted in strict confidence with only the members of the Committee present, each of whom was provided with the relevant documents."
5246,IMG_6175,J_Legal_Procedure,4,"As to the trial of those accused of criminal offences, he agreed that speedy justice was important. Delays arose not so much over offences tried summarily before the magistrates as over cases returned for trial by jury. He thought it would be advantageous if the establishment of special commissions of assize could be considered to deal speedily with offences involving security."
5247,IMG_6175,J_Legal_Procedure,5,The courts had in fact dealt firmly with a large number of cases and he would supply details of these to assist public presentation in Great Britain.
5250,IMG_6176,J_Legal_Procedure,1,"THE PRIME MINISTER, summing up this part of the discussion, said that it was agreed that, at least from the point of view of opinion in Great Britain, the success of all the measures in contemplation depended very largely on its being manifest that the machinery of the Advisory Committee was working speedily and justly."
5257,IMG_6182,J_Legal_Procedure,1,"On internment, Mr Faulkner said that he expected shortly to receive the first batch of recommendations of the advisory committee set up to consider the cases of interned persons."
5264,IMG_6185,J_Legal_Procedure,1,"The nternenjsittion 
Is there something to be said for a stadingcmmdission (Par ienthe implementation of the refor 
C. 
(1) Speed upte appeals procedure. (2) Make clear, in a single, comprehensive, public statement how the 
appeals procedure wor.ks and what has been done to ensure that it approximates as closely as possible to a court (access to documents. legal representation etc.). Emphasise that its findings wilalmost always be accepted by the Government."
5265,IMG_6185,J_Legal_Procedure,2,"(3) Legal representation. 
a Fauilx1er, reinforced by fort’""awY 9 ., Is it agreed that this should be available not only for the preparation of cases but also or the actual hearinga ?"
5271,IMG_6188,J_Legal_Procedure,1,"The British Government have noted that the Advisory Committee on 
Internees has started its work and this committee will examine each case, and the cases of those who remain interned will be kept under continuous review. The Committee will have full access to the documentary material relevant to their work and the right to interview officials. In presenting himself to the Committee an internee will be entitled to legal aid and the presence of his legal adviser. The Prime Minister and Minister for Home Affairs of Northern Ireland has already stated that although the role of the Committee is an advisory one he would expect to accept its advice. In the exceptional circumstance in which he did not feel able to do so he would return the case to the Committee for its further consideration giving his reasons for doing so."
5278,IMG_6235,J_Legal_Procedure,1,MR FAULKNER HAD INDICATED AT HIS PRESS CONFERENCE AFTER THE TRIPARTITE MEETINGS THAT ALTHOUGH THE COMMITTEE WAS AN ADVISORY ONE HE WOULD EXPECT TO TAKE ITS ADVICE.
5285,IMG_6239,J_Legal_Procedure,1,"Page 1 : (61,148) - (690,249)"
5292,IMG_5125,J_Legal_Procedure,1,"Following the decision of the Northern Ireland Government, after consultation with Her Majesty’s Government, to exercise powers of detention and internment where necessary, the formal authority for the removal of certain individuals from the place specified in their detention orders to the interrogation centre was given by the Northern Ireland Minister of Home Affairs."
5299,IMG_5131,J_Legal_Procedure,1,"consultation with Her Majesty’s Government, to exercise powers of detention and internment where necessary, the formal authority for the removal of certain individuals from the place specified in their detention orders to the interrogation centre was given by the Northern Ireland Minister of Home Affairs."
5300,IMG_5131,J_Legal_Procedure,2,"Following the decision of the Northern Ireland Government, after"
5306,IMG_5160,J_Legal_Procedure,1,"In considering the Committees report it is important to 
have in mind the circumstances in Northern Ireland in which the Northern Ireland Government decided to exercise their powers under the Civil Authorities (Special Powers) Act (Northern Ireland) 1922 to arrest, detain or intern persons suspected of having acted or being about to act in a manner prejudicial to the preservation of the peace or the maintenance of order."
5313,IMG_5162,J_Legal_Procedure,1,"I have therefore decided, after weighing all the relevant considerations, including the views of the security authorities and after consultation with Her Majesty’s Government in the United Kingdom last Thursday, to exercise where necessary the powers of detention and internment vested in me as Minister of Home Affairs"""
5314,IMG_5162,J_Legal_Procedure,2,"An advisory committee under Regulation 12 of the Special Powers 
Act has been set up under the chairmanship of His Honour Judge Brown to review the cases of all those against whom internment orders are made."
5320,IMG_5166,J_Legal_Procedure,1,"Following the decision of the Northern Ireland Government; after 
consultation with Her Majesty’s Government, to exercise powers of detention and internment where necessary, the formal authority for the removal of certain individuals from the place specified in their detention orders to the interrogation centre was given by the Northern Ireland Minister of Home Affairs."
5327,IMG_5176,J_Legal_Procedure,1,"Broad princples for the treatment of persons under 
arrest or detention during civil disturbances are laid down in Article 3 of The Geneva Convention Relative to the Treatment of Prisoners of War (1949)."
5334,IMG_5185,J_Legal_Procedure,1,"""I am arresting you under the powers conferred by the Civil Authorities (Special Powers) Act (Northern Ireland) 1922"""
5341,IMG_5215,J_Legal_Procedure,1,"The Compton Enquiry was appointed by the Home Secretary on 31 August to 
investigate allegations of physical brutality made by persons arrested on 9 August under the Special Powers Act."
5348,IMG_5218,J_Legal_Procedure,1,They told me I was to be interned under the Special Powers Act.
5355,IMG_5237,J_Legal_Procedure,1,"IN A STATEMENT ""IN 
THE PRIME MINISTER OF NORTHERN IRELAND, MR FAULKNER. SAYS AN INTERVIEW IN THE ’WORLD THIS WEEKEND’ ON 
ALLEGATIONS OF ILL TREATMENT OF PERSONS DETAINED UNDER THE SPECIAL POWERS ACT I INADVERTENTLY GAVE THE IMPRESSION BY A SLIP OF THE TONGUE THAT THE ADVISORY COMMITTEE HEADED BY JUDGE BROWN WAS IN SOME WAY CONCERNED WITH SUCH ALLEGATIONS."
5362,IMG_9572,J_Misc,1,"Page 1 : (87,617) - (545,668)"
5369,IMG_9599,J_Misc,1,"IRA Activity. Reports continue to indicate that Provisional morale is low 
and that they have found it increasingly difficult to operate due to SF domination. They have been further hampered by selective arrests and subsequent detention of senior officers the most important of which was Cornelius McHugh, the Operations Officer of the 1st Battalion in Belfast."
5376,IMG_9630,J_Misc,1,"Page 1 : (54,146) - (508,191)"
5383,IMG_9725,J_Misc,1,Frustrations continue to occur when apparently serious offenders are released on bail rather than being held on remand.
5390,IMG_9742,J_Misc,1,"Page 1 : (82,331) - (508,357)"
5397,IMG_9776,J_Misc,1,Battalions are beginning to know who and what is in their areas and the coming weeks should see more arrests and hence further inroads will be made into the IRA organisation.
5404,IMG_1512,J_Misc,1,It would remain the firm policy of SF to make arrests only on good evidence likely to lead to prosecution or the signing of ICOs.
5411,IMG_6476,J_Misc,1,"It was reported that the IRA are showing 
signs of suffering from attrition; and that the future policy of the Provisionals may be to concentrate on fewer, but larger, explosive attacks, while the Officials are more likely to concentrate"
5418,IMG_6477,J_Misc,1,"Page 1 : (178,92) - (458,118)"
5425,IMG_6486,J_Misc,1,"In view of the urgency of getting on with the new camp, MOD have areed to provide some huts from Army stocks for the civilian contractor to use for the first phase of the camp, but have made it clear to the Northern Ireland Government that later requirements for huts must be met from commerical sources."
5432,IMG_6493,J_Misc,1,"Page 1 : (45,548) - (582,706)"
5439,IMG_6524,J_Misc,1,"Information given by number two in the IRA in 
Armagh, who was arrested on 14 December - led to four shotguns being found near Portadown."
5446,IMG_6538,J_Misc,1,"Page 1 : (96,327) - (574,441)"
5453,IMG_6575,J_Misc,1,"It would have to be made clear in any pronouncements, official or unofficial, on internment that the subject was primarily the responsibility of the Northern Ireland Government."
5460,IMG_6609,J_Misc,1,"We took note then my Lords of the effect which internment had already begun to have, in denying to dangerous men the freedom of movement which they had previously enjoyed, and in greatly increasing the flow of intelligence about further terrorists and their activities."
5467,IMG_6632,J_Misc,1,"My Lords, on the first occasion on which I spoke in your Lordships’ House following the introduction of internment, I said that I disliked as much as anyone the idea of holding people in custody without trial, and that only a very grave situation could possibly justify it - but that such a situation existed in Northern Ireland."
5468,IMG_6632,J_Misc,2,"I recognise entirely the sincerity of the Noble Earl in his opposition to internment; I must ask him in turn to recognise the sincerity of my own conviction and that of the Government, that the situation nevertheless continues to justify the use of internment at present,"
5474,IMG_6633,J_Misc,1,"I think it will be obvious, from what I have said about the present state of operations, why I consider that internment is still vital."
5475,IMG_6633,J_Misc,2,"One has only to look at the figures for the quantities of arms, ammunition and explosives which were found before the introduction of internment, and which have been found since then, to realise the effect it would have if the flow of information again dwindled to a trickle."
5481,IMG_6635,J_Misc,1,"Page 1 : (128,152) - (504,272)"
5488,IMG_6703,J_Misc,1,The transfer of law and order except on the narrowest interpretation (and there are a number of gradations) would involve us in responsibility for internment. How far is internment to be brought into the political package?
5495,IMG_6710,J_Misc,1,The reason why an additional camp was needed was ghat more and more wanted men were being arrested and it was because of this that the IRA were now in some difficulty.
5496,IMG_6710,J_Misc,2,"r. Lynch had to realise that an immediate release of all internees, as the SDLP had proposed, was quite unacceptable."
5502,IMG_6716,J_Misc,1,"There can in fact be no exact answer to this question 
since, although we have a fairly clear idea of the number of activists that there were in each wing of the IRA immediately before internment, it is clear that they have been able to recoup at least some of their losses with new recruits 
- though it in also very 
clear that, in the process, the competence which their operations are conducted has fallen away considerably."
5503,IMG_6716,J_Misc,2,"The Northern Ireland Government have made practically no headway so far in sorting the internees physically into categories 
- for which they are apparently 
now laying the blame on the shortage of accommodation which has obtained hitherto."
5509,IMG_6772,J_Misc,1,THE PRIME TARGETS FOR RETALIATORY ACTION BY INTERNEES AFTER RELEASE ARE UNDOUBTEDLY THE MEMBERS OF THE SPECIAL BRANCH OF THE PUC: THESE ARE FOR THE MOST PART KNOWN TO THOSE INTERNES WHOM THEY HAVE ARRESTED OR INTERROGATED.
5510,IMG_6772,J_Misc,2,THE EFFECT OF THESE TWO FACTORS COULD WELL BE TO INCREASE IRA RESISTANCE TO INTERROGATION AND AT THE SAME TIME TO WEAKEN THE DETERMINATION OF MEMBERS OF THE BRANCH TO PURSUE INTERROGATION TO SUCCESS.
5511,IMG_6772,J_Misc,3,"IT SEEMS INEVITABLE, THEREFORE, THAT INTELLIGENCE PROCUREMENT WILL SUFFER."
5512,IMG_6772,J_Misc,4,EXPERIENCE PRIOR TO 9 AUG 71 MADE IT ABUNDANTLY CLEAR THAT POLICE QUESTIONING WITHOUT THE SANCTION OF DETENTION OF INTERNMENT IS TOTALLY INEFFECTIVE AS AN INTELLIGENCE WEAPON IN CIRCUMSTANCES WHERE THOSE ARRESTED HAVE BEEN WELL BRIEFED ON THEIR RIGHTS.
5516,IMG_6773,J_Misc,1,IT APPEARED TO BE THE THOUGHT OF SOME PRESENT AT THE MEETING THAT SUCH A PAPER WOULD ALSO MAKE CLEAR THAT ONLY IRA MEMBERS WERE INTERNED.
