,Unnamed: 0,image_id,file_id,img_file_orig,file_start_year,file_start_month,file_end_year,file_end_month,date_coded,occurances,text,clean_text,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence,justification_cat
894,894,IMG_7698,PREM_15_1009,IMG_7698_PREM_15_1009,1972,6,1972,6,1972-06,3,"The question of indemnity only 
arises when even the wide powers so conferred are exceeded, eg by the use of excessive force or failure to comply with legal requirements as to arrest.",the question of indemnity only arises when even the wide powers so conferred are exceeded eg by the use of excessive force or failure to comply with legal requirements as to arrest,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
895,895,IMG_7699,PREM_15_1009,IMG_7699_PREM_15_1009,1972,6,1972,6,,1,"Irish case on an eighteenth century indemnity enactment that a good faith provision would allow proceedings for bodily maltreatment.
",irish case on an eighteenth century indemnity enactment that a good faith provision would allow proceedings for bodily maltreatment,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
896,896,IMG_7699,PREM_15_1009,IMG_7699_PREM_15_1009,1972,6,1972,6,,2,"The draft Bill prepared for the last N I 
Government suffered from this vice since it would have prevented any proceedings, civil or criminal, in respect of anything purporting to have been done under Regulations 10 to 13 of the Special Powers Regulations or in carrying out any order made under then (thus covering internment and detention orders and interrogation).
",the draft bill prepared for the last n i government suffered from this vice since it would have prevented any proceedings civil or criminal in respect of anything purporting to have been done under regulations 10 to 13 of the special powers regulations or in carrying out any order made under then thus covering internment and detention orders and interrogation,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
897,897,IMG_7699,PREM_15_1009,IMG_7699_PREM_15_1009,1972,6,1972,6,,3,It seems from an,it seems from an,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
898,898,IMG_7785,PREM_15_1011,IMG_7785_PREM_15_1011,1972,7,1972,7,1972-07,1,"Any action we take must be such as not to alienate the minority community as a whole: a consideration which must rule out the further use of internment in the arbitrary form which it now takes under the Special Powers Act.
",any action we take must be such as not to alienate the minority community as a whole a consideration which must rule out the further use of internment in the arbitrary form which it now takes under the special powers act,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
899,899,IMG_7785,PREM_15_1011,IMG_7785_PREM_15_1011,1972,7,1972,7,1972-07,2,"The most promising possibility is to create a system 
of special courts whose function would not be to convict accused persons of criminal offences, but to judge whether they were guilty of certain specified conduct and commit them to ""preventive detention"" if they were. The Act making this provision (as to the necessity of an Act see below) could be of 6 months duration renewable by Order in Council.
",the most promising possibility is to create a system of special courts whose function would not be to convict accused persons of criminal offences but to judge whether they were guilty of certain specified conduct and commit them to preventive detention if they were the act making this provision as to the necessity of an act see below could be of 6 months duration renewable by order in council,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
900,900,IMG_7785,PREM_15_1011,IMG_7785_PREM_15_1011,1972,7,1972,7,1972-07,3,The provision would apply to conduct involving complicity in any degree with terrorism generally; it,the provision would apply to conduct involving complicity in any degree with terrorism generally it,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
901,901,IMG_7786,PREM_15_1011,IMG_7786_PREM_15_1011,1972,7,1972,7,,1,"one of conviction for a crime so as to remove the taint of internment.
",one of conviction for a crime so as to remove the taint of internment,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
902,902,IMG_7786,PREM_15_1011,IMG_7786_PREM_15_1011,1972,7,1972,7,,2,"Naturally anyone who could be brought before a criminal court would be and it could be provided that acquittal in a criminal court was no bar to proceedings for preventive detention.
",naturally anyone who could be brought before a criminal court would be and it could be provided that acquittal in a criminal court was no bar to proceedings for preventive detention,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
903,903,IMG_7786,PREM_15_1011,IMG_7786_PREM_15_1011,1972,7,1972,7,,3,It might be possible to bring all persons interned under the present procedure before the special court for discharge or committal to preventive detention.,it might be possible to bring all persons interned under the present procedure before the special court for discharge or committal to preventive detention,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
904,904,IMG_7787,PREM_15_1011,IMG_7787_PREM_15_1011,1972,7,1972,7,,1,"Any person would be allowed to effect an arrest without warrant if there was reasonable suspicion complicity in the conduct referred to; and any list of suspects published by the authority of the Chief Constable or an Assistant Chief Constable of the RUC would be conclusive evidence that there was reasonable suspicion.
",any person would be allowed to effect an arrest without warrant if there was reasonable suspicion complicity in the conduct referred to and any list of suspects published by the authority of the chief constable or an assistant chief constable of the ruc would be conclusive evidence that there was reasonable suspicion,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
905,905,IMG_7787,PREM_15_1011,IMG_7787_PREM_15_1011,1972,7,1972,7,,2,"An arrested person could be held for 72 hours for questioning; and then either discharged or brought before a magistrate to be committed to a special court. A special court would consist of a judge of the Supreme Court sitting with any other judge of the Supreme Court or a county court judge or a resident magistrate.
",an arrested person could be held for 72 hours for questioning and then either discharged or brought before a magistrate to be committed to a special court a special court would consist of a judge of the supreme court sitting with any other judge of the supreme court or a county court judge or a resident magistrate,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
906,906,IMG_7787,PREM_15_1011,IMG_7787_PREM_15_1011,1972,7,1972,7,,3,"The court would be obliged to inform the accused at least of the general tenor of the evidence against him and to hear him or his counsel in his defence.
",the court would be obliged to inform the accused at least of the general tenor of the evidence against him and to hear him or his counsel in his defence,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
907,907,IMG_7787,PREM_15_1011,IMG_7787_PREM_15_1011,1972,7,1972,7,,4,"If the court found the case proved, it would commit the accused to preventive detention, and there would be provision for release by the Secretary of State on conditional licence. The duration of the detention would also be affected by the duration of the Act itself.
",if the court found the case proved it would commit the accused to preventive detention and there would be provision for release by the secretary of state on conditional licence the duration of the detention would also be affected by the duration of the act itself,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
908,908,IMG_7787,PREM_15_1011,IMG_7787_PREM_15_1011,1972,7,1972,7,,5,"There would be a right of appeal to the Court of Appeal in Northern Ireland sitting in camera.
",there would be a right of appeal to the court of appeal in northern ireland sitting in camera,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
909,909,IMG_7787,PREM_15_1011,IMG_7787_PREM_15_1011,1972,7,1972,7,,6,"It might be argued that if special courts can be instituted in the manner described, the concept should be",it might be argued that if special courts can be instituted in the manner described the concept should be,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
910,910,IMG_7788,PREM_15_1011,IMG_7788_PREM_15_1011,1972,7,1972,7,,1,"the 1972 Actor of the Special Powers Act, The constitution of a court, court procedure including the laws of evidence, an appeal to the Supreme Court (which is a reserved matter) and the deprivation of a remedy for false imprisonment in /circumstances are all involved.",the 1972 actor of the special powers act the constitution of a court court procedure including the laws of evidence an appeal to the supreme court which is a reserved matter and the deprivation of a remedy for false imprisonment in circumstances are all involved,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
911,911,IMG_7796,PREM_15_1011,IMG_7796_PREM_15_1011,1972,7,1972,7,,1,"Internment or detention. I understand that the Secretary of State 
remains unwilling to reintroduce internment but may be prepared to make detention orders for periods of up to 28 days on a fairly wide scale; and the Attorney General may say that the existing provisions of the Special Powers Acts suffice to make this legal, provided that interrogation is continued throughout this period.",internment or detention i understand that the secretary of state remains unwilling to reintroduce internment but may be prepared to make detention orders for periods of up to 28 days on a fairly wide scale and the attorney general may say that the existing provisions of the special powers acts suffice to make this legal provided that interrogation is continued throughout this period,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
912,912,IMG_7842,PREM_15_1012,IMG_7842_PREM_15_1012,1972,8,1972,8,1972-08,1,"Possible changes in the law or legal procedure are being considered by an inter-departmental group.
",possible changes in the law or legal procedure are being considered by an interdepartmental group,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
913,913,IMG_7842,PREM_15_1012,IMG_7842_PREM_15_1012,1972,8,1972,8,1972-08,2,"It has been confirmed that there is no objection to charges being brought 
of membership of the IRA, being an unlawful association under the Special Powers Act. When there is evidence, arrests can therefore be made with a view to charges being brought.",it has been confirmed that there is no objection to charges being brought of membership of the ira being an unlawful association under the special powers act when there is evidence arrests can therefore be made with a view to charges being brought,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
914,914,IMG_7924,PREM_15_1012,IMG_7924_PREM_15_1012,1972,8,1972,8,,1,"Planning to legislate either in the overspill of the present Session or at the beginning of the next Session, with the corollary that in the interim the use of detention under the existing Regulation 11 (perhaps with some amendment which could be made during the Recess under the urgency procedure, subject to Affirmative Resolution when Parliament reassembles) might be justified by a declaration of an intention to introduce new legislation at an early date.",planning to legislate either in the overspill of the present session or at the beginning of the next session with the corollary that in the interim the use of detention under the existing regulation 11 perhaps with some amendment which could be made during the recess under the urgency procedure subject to affirmative resolution when parliament reassembles might be justified by a declaration of an intention to introduce new legislation at an early date,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
915,915,IMG_7987,PREM_15_1012,IMG_7987_PREM_15_1012,1972,8,1972,8,,1,"There is no statutory time limit to the period for which persons arrested under Regulation 11 of the Special Powers Act can be held for interrogation. 
However, if at the PO a subject 
is recommended for extended uestioning beyond a period of 48 hours after arrest, the approval of the Secretary of State for Northern Ireland will be sought.",there is no statutory time limit to the period for which persons arrested under regulation 11 of the special powers act can be held for interrogation however if at the po a subject is recommended for extended uestioning beyond a period of 48 hours after arrest the approval of the secretary of state for northern ireland will be sought,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
916,916,IMG_8005,PREM_15_1012,IMG_8005_PREM_15_1012,1972,8,1972,8,1972-08,1,"In effect, this would be a substitution of the administrative decision of (now) the Secretary of State by the decision of a committee.",in effect this would be a substitution of the administrative decision of now the secretary of state by the decision of a committee,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
917,917,IMG_8006,PREM_15_1012,IMG_8006_PREM_15_1012,1972,8,1972,8,1972-08,1,"In the opinion of the Attorney General it would be 
possible to provide by legislation for the establishment of a procedure whereby persons would be subject to preventive detention on the exercise of the discretion of a tribunal which was satisfied that the persons brought before it had been concerned with terrorism.",in the opinion of the attorney general it would be possible to provide by legislation for the establishment of a procedure whereby persons would be subject to preventive detention on the exercise of the discretion of a tribunal which was satisfied that the persons brought before it had been concerned with terrorism,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
918,918,IMG_8052,PREM_15_1013,IMG_8052_PREM_15_1013,1972,8,1972,9,,1,"HM Government it clear, on assuming direct responsibility for the government of Northern Ireland, t hat it was their objective to bring internment under the Special Powers Act to as soon as the security situation permitted; and to 
consider how far the powers conferred under that Act could be dispensed with.
",hm government it clear on assuming direct responsibility for the government of northern ireland t hat it was their objective to bring internment under the special powers act to as soon as the security situation permitted and to consider how far the powers conferred under that act could be dispensed with,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
919,919,IMG_8052,PREM_15_1013,IMG_8052_PREM_15_1013,1972,8,1972,9,,2,"o use 
HM Government reaffirm these objectives and their determination the processes of law to the fullest possible extent in 
dealing with terrorism.",o use hm government reaffirm these objectives and their determination the processes of law to the fullest possible extent in dealing with terrorism,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
920,920,IMG_8053,PREM_15_1013,IMG_8053_PREM_15_1013,1972,8,1972,9,,1,"In addition, they intend at an early date to introduce provisions under the Special Powers Act to set up a tribunal to deal with persons suspected of participation in terrorist activities by means of a procedure which will provide maximum safeguards for the protection of the individual and will eliminate the objectionable features of internment, notably judgment by executive decision alone, but which will be matched to the special conditions which unfortunately obtain in Northern Ireland.
",in addition they intend at an early date to introduce provisions under the special powers act to set up a tribunal to deal with persons suspected of participation in terrorist activities by means of a procedure which will provide maximum safeguards for the protection of the individual and will eliminate the objectionable features of internment notably judgment by executive decision alone but which will be matched to the special conditions which unfortunately obtain in northern ireland,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
921,921,IMG_8053,PREM_15_1013,IMG_8053_PREM_15_1013,1972,8,1972,9,,2,This tribunal will be asked to consider cases referred to it (which will include cases of those presently in internment or detention) to determine the nature of their involvement in terrorist activities with a view to their release or committal to a period of detention.,this tribunal will be asked to consider cases referred to it which will include cases of those presently in internment or detention to determine the nature of their involvement in terrorist activities with a view to their release or committal to a period of detention,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
922,922,IMG_8056,PREM_15_1013,IMG_8056_PREM_15_1013,1972,8,1972,9,,1,"On assuming direct responsibility for the government of Northern Ireland, 
HM Government made clear that it was their objective to the system of internment under the Special Powers Act as 
soon as the security situation permitted; and to enquire whether the powers conferred under that Act might be repealed in whole or in part.",on assuming direct responsibility for the government of northern ireland hm government made clear that it was their objective to the system of internment under the special powers act as soon as the security situation permitted and to enquire whether the powers conferred under that act might be repealed in whole or in part,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
923,923,IMG_8057,PREM_15_1013,IMG_8057_PREM_15_1013,1972,8,1972,9,,1,"Pending the report of the commission and of 
the subsequent legislation on it, the Government therefore proposes at an early date to introduce interim legislation under the Special Powers Act to set up a special tribunal to deal with persons accused of terrorist activities by means of a procedure which will preserve the essentials of natural justice, but which will be matched to the special conditions which unfortunately obtain in Northern Ireland.
",pending the report of the commission and of the subsequent legislation on it the government therefore proposes at an early date to introduce interim legislation under the special powers act to set up a special tribunal to deal with persons accused of terrorist activities by means of a procedure which will preserve the essentials of natural justice but which will be matched to the special conditions which unfortunately obtain in northern ireland,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
924,924,IMG_8057,PREM_15_1013,IMG_8057_PREM_15_1013,1972,8,1972,9,,2,"This tribunal will be asked to 
consider cases referred to it by the Secretary of State (which will include cases of those presently in internment), to determine the nature of their involvement in terrorist activities, and either to order release or to impose a definite period of detention.",this tribunal will be asked to consider cases referred to it by the secretary of state which will include cases of those presently in internment to determine the nature of their involvement in terrorist activities and either to order release or to impose a definite period of detention,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
925,925,IMG_8108,PREM_15_1013,IMG_8108_PREM_15_1013,1972,8,1972,9,,1,"Proposal (ii) admittedly reverses the normal onus of proof - i. e. it is incumbent on the defendant to establish his innocence instead of on the prosecution to establish his guilt. But this seems inherent in the nature of the case.
",proposal ii admittedly reverses the normal onus of proof  i e it is incumbent on the defendant to establish his innocence instead of on the prosecution to establish his guilt but this seems inherent in the nature of the case,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
926,926,IMG_8108,PREM_15_1013,IMG_8108_PREM_15_1013,1972,8,1972,9,,2,In favour of the proposal to introduce special courts or tribunals (which is also discussed in Appendix 1 to GEN 79(72) 17) it can be argued that we should in principle be substituting a judicial process for the executive machinery which at present governs internment and detention.,in favour of the proposal to introduce special courts or tribunals which is also discussed in appendix 1 to gen 7972 17 it can be argued that we should in principle be substituting a judicial process for the executive machinery which at present governs internment and detention,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
927,927,IMG_8109,PREM_15_1013,IMG_8109_PREM_15_1013,1972,8,1972,9,,1,"But, if so, it will be necessary to find room for the necessary legislation; and some other item in the legislative programme may have to be sacrificed.
",but if so it will be necessary to find room for the necessary legislation and some other item in the legislative programme may have to be sacrificed,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
928,928,IMG_8109,PREM_15_1013,IMG_8109_PREM_15_1013,1972,8,1972,9,,2,"As regards the ""hard core"" who cannot be released, the Secretary of State proposes that, pending the creation of the special courts, the individuals concerned should continue to be detained under Regulation 11, subject to review by a ""special interim body"".
",as regards the hard core who cannot be released the secretary of state proposes that pending the creation of the special courts the individuals concerned should continue to be detained under regulation 11 subject to review by a special interim body,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
929,929,IMG_8109,PREM_15_1013,IMG_8109_PREM_15_1013,1972,8,1972,9,,3,"Given an intention to dispense with internment, there seems no alternative to the detention under Regulation 11 of persons arrested as terrorists until special courts or tribunals are introduced.",given an intention to dispense with internment there seems no alternative to the detention under regulation 11 of persons arrested as terrorists until special courts or tribunals are introduced,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
930,930,IMG_8245,PREM_15_1013,IMG_8245_PREM_15_1013,1972,8,1972,9,,1,"He intended to introduce in 
Parliament measures to provide ways and means whereby the Court would be able to protect such witnesses, and in due course this arrangement would even further reduce the number of internees to a very small hard core.",he intended to introduce in parliament measures to provide ways and means whereby the court would be able to protect such witnesses and in due course this arrangement would even further reduce the number of internees to a very small hard core,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
931,931,IMG_8291,PREM_15_1015,IMG_8291_PREM_15_1015,1972,10,1972,11,,1,"The Prime Minister said that the British Government 
were running into similar legal problems to those of the Irish Government. They had set up the tribunal to deal with the internees, so that they could in effect move over to a system of detention like that available to the Irish authorities.",the prime minister said that the british government were running into similar legal problems to those of the irish government they had set up the tribunal to deal with the internees so that they could in effect move over to a system of detention like that available to the irish authorities,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
932,932,IMG_8441,PREM_15_1015,IMG_8441_PREM_15_1015,1972,10,1972,11,1972-10,1,"In case this should happen, 
it was all the more important that the Tribunals should be seen to be operating fairly and effectively.",in case this should happen it was all the more important that the tribunals should be seen to be operating fairly and effectively,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
933,933,IMG_8505,PREM_15_1016,IMG_8505_PREM_15_1016,1972,11,1972,12,,1,"Page 1 : (65,165) - (507,212)
",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
934,934,IMG_8505,PREM_15_1016,IMG_8505_PREM_15_1016,1972,11,1972,12,,2,"Page 1 : (67,293) - (521,330)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
935,935,IMG_8589,PREM_15_1016,IMG_8589_PREM_15_1016,1972,11,1972,12,,1,"In addition, I am advised that if a warrant of arrest has been 
issued for an offence in Northern Ireland against an individual who is in this country, including the offence under the Special Powers Act of being a member of the I.R.A., then that warrant can be backed and executed by the police in Great Britain.
",in addition i am advised that if a warrant of arrest has been issued for an offence in northern ireland against an individual who is in this country including the offence under the special powers act of being a member of the ira then that warrant can be backed and executed by the police in great britain,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
936,936,IMG_8589,PREM_15_1016,IMG_8589_PREM_15_1016,1972,11,1972,12,,2,"Then we have to bear in mind the Diplock enquiry. As I understand 
it, this body is considering what arrangements for the administration of justice in Northern Ireland could be made in order to deal more effectively with terrorist organisations by bringing to book, otherwise",then we have to bear in mind the diplock enquiry as i understand it this body is considering what arrangements for the administration of justice in northern ireland could be made in order to deal more effectively with terrorist organisations by bringing to book otherwise,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
937,937,IMG_8590,PREM_15_1016,IMG_8590_PREM_15_1016,1972,11,1972,12,,1,"than by internment by the executive, individuals involved in terrorist activities, particularly‰Ûªthose who plan and direct but do not necessarily take part in terrorist acts..",than by internment by the executive individuals involved in terrorist activities particularlythose who plan and direct but do not necessarily take part in terrorist acts,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
938,938,IMG_8715,PREM_15_1690,IMG_8715_PREM_15_1690,1973,2,1973,3,1973-03,1,uring February the Commissioners reviewed a further 111 cases. The cases of all former internees and detainees have now been reviewed.,uring february the commissioners reviewed a further 111 cases the cases of all former internees and detainees have now been reviewed,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
939,939,IMG_8716,PREM_15_1690,IMG_8716_PREM_15_1690,1973,2,1973,3,,1,"Page 1 : (84,12) - (505,42)
",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
940,940,IMG_8716,PREM_15_1690,IMG_8716_PREM_15_1690,1973,2,1973,3,,2,"Page 1 : (82,58) - (479,126)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
941,941,IMG_8880,PREM_15_1691,IMG_8880_PREM_15_1691,1973,3,1973,3,,1,"Legislation would be needed to give effect to 
Lord Diplock‰Ûªs recommendations; it was hoped to introduce that legislation as soon as possible.",legislation would be needed to give effect to lord diplocks recommendations it was hoped to introduce that legislation as soon as possible,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
942,942,IMG_9320,PREM_15_1692,IMG_9320_PREM_15_1692,1973,3,1973,4,,1,"The Government therefore appointed a Commission, composed of distinguished laymen and lawyers, and chaired by a most eminent judge of the House of Lords, Lord Diplock",the government therefore appointed a commission composed of distinguished laymen and lawyers and chaired by a most eminent judge of the house of lords lord diplock,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
943,943,IMG_9321,PREM_15_1692,IMG_9321_PREM_15_1692,1973,3,1973,4,,1,"no-one may be detained for more than 28 days without his case being referred for adjudication to an independent, legally-qualified commissioner
",noone may be detained for more than 28 days without his case being referred for adjudication to an independent legallyqualified commissioner,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
944,944,IMG_9321,PREM_15_1692,IMG_9321_PREM_15_1692,1973,3,1973,4,,2,"a person detained by order of a commissioner has a right of appeal to an independent tribunal
",a person detained by order of a commissioner has a right of appeal to an independent tribunal,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
945,945,IMG_9321,PREM_15_1692,IMG_9321_PREM_15_1692,1973,3,1973,4,,3,"(d) a person appearing before a commissioner is given in advance a statement of the terrorist activities he is alleged to have engaged in; 
(e) such a person may give evidence and be legally represented.
",d a person appearing before a commissioner is given in advance a statement of the terrorist activities he is alleged to have engaged in e such a person may give evidence and be legally represented,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
946,946,IMG_9321,PREM_15_1692,IMG_9321_PREM_15_1692,1973,3,1973,4,,4,"Where these procedures contain departures from the normal judicial process 
the commissioners‰Ûª inquiries are in private, 
for example, and the person who is the subject of the enquiry may be excluded from parts of it) these are necessary because, as the Commission reported, witnesses will not give evidence in the ordinary courts.
",where these procedures contain departures from the normal judicial process the commissioners inquiries are in private for example and the person who is the subject of the enquiry may be excluded from parts of it these are necessary because as the commission reported witnesses will not give evidence in the ordinary courts,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
947,947,IMG_9321,PREM_15_1692,IMG_9321_PREM_15_1692,1973,3,1973,4,,5,The procedures contain all possible safeguards against injustice.,the procedures contain all possible safeguards against injustice,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
948,948,IMG_9322,PREM_15_1692,IMG_9322_PREM_15_1692,1973,3,1973,4,,1,"No-one is now detained except under these 
procedures and those detained have been found by an independent commissioner with legal training and experience to have been involved in terrorism and to be someone from whom the public need to be protected.",noone is now detained except under these procedures and those detained have been found by an independent commissioner with legal training and experience to have been involved in terrorism and to be someone from whom the public need to be protected,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
949,949,IMG_9353,PREM_15_1692,IMG_9353_PREM_15_1692,1973,3,1973,4,1973-04,1,"explain the new procedures for detention and the legislative action now being taken in the light of the Diplock Report
",explain the new procedures for detention and the legislative action now being taken in the light of the diplock report,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
950,950,IMG_9353,PREM_15_1692,IMG_9353_PREM_15_1692,1973,3,1973,4,1973-04,2,Such a message migh,such a message migh,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
951,951,IMG_1758,CJ_4_251,IMG_1758_CJ_4_251,1972,6,1972,8,No_date,1,"Page 1 : (126,153) - (478,221)
",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
952,952,IMG_1758,CJ_4_251,IMG_1758_CJ_4_251,1972,6,1972,8,No_date,2,"Page 1 : (112,522) - (535,606)
",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
953,953,IMG_1758,CJ_4_251,IMG_1758_CJ_4_251,1972,6,1972,8,No_date,3,"Page 1 : (85,685) - (477,755)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
954,954,IMG_1760,CJ_4_251,IMG_1760_CJ_4_251,1972,6,1972,8,No_date,1,"Anyone arrested, and not charged, will be released after 48 hours unless he is arrested under Regulation 11, in which case he will be released after another 
24 hours unless a detention order has been signed.",anyone arrested and not charged will be released after 48 hours unless he is arrested under regulation 11 in which case he will be released after another 24 hours unless a detention order has been signed,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
955,955,IMG_1770,CJ_4_251,IMG_1770_CJ_4_251,1972,6,1972,8,,1,"Page 1 : (134,152) - (505,293)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
956,956,IMG_1796,CJ_4_251,IMG_1796_CJ_4_251,1972,6,1972,8,1972-06,1,"in effect, be an amnesty for those IRA men who had managed to evade capture until the date of the truce and who, if they had been captured, could only have been detained or interned under the Special Powers Act, since there was insufficient evidence against them to bring a criminal charge.",in effect be an amnesty for those ira men who had managed to evade capture until the date of the truce and who if they had been captured could only have been detained or interned under the special powers act since there was insufficient evidence against them to bring a criminal charge,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
957,957,IMG_1800,CJ_4_458,IMG_1800_CJ_4_458,1972,5,1973,1,1973-01,1,"The Chief Constable suggested that if it happened that Protestant extremists suspected of murder or other terrorist crime had to be let go after interrogation by the CID they should be re-arrested under Regulation 11 and interrogated by the Special Branch.
",the chief constable suggested that if it happened that protestant extremists suspected of murder or other terrorist crime had to be let go after interrogation by the cid they should be rearrested under regulation 11 and interrogated by the special branch,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
958,958,IMG_1800,CJ_4_458,IMG_1800_CJ_4_458,1972,5,1973,1,1973-01,2,"and as not in itself constituting any formal change of arrest policy, since any interim custody orders would be incidental to action taken 
The Secretary of State evidently regarded this decision as a first step against 
suspected murderers and terrorists.",and as not in itself constituting any formal change of arrest policy since any interim custody orders would be incidental to action taken the secretary of state evidently regarded this decision as a first step against suspected murderers and terrorists,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
959,959,IMG_1807,CJ_4_458,IMG_1807_CJ_4_458,1972,5,1973,1,1972-12,1,"In addition the Civil Authorities (Special Powers) Act (Northern Ireland) 1922 (referred to as the Special Powers Act or SPA) confers further powers of arrest on soldiers on duty.
",in addition the civil authorities special powers act northern ireland 1922 referred to as the special powers act or spa confers further powers of arrest on soldiers on duty,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
960,960,IMG_1807,CJ_4_458,IMG_1807_CJ_4_458,1972,5,1973,1,1972-12,2,"Planned Arrests 4. 
These are normally made under the SPA powers. The degree of planning 
can vary between may days and a few minutes but it is most important that the formula on the Blue Card is used in every case
",planned arrests 4 these are normally made under the spa powers the degree of planning can vary between may days and a few minutes but it is most important that the formula on the blue card is used in every case,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
961,961,IMG_1807,CJ_4_458,IMG_1807_CJ_4_458,1972,5,1973,1,1972-12,3,The authorisation to carry out the arrest must come from an officer of the RUC of the rank of Superintendent or above and should be in writing. The formula at paragraph 4 of the Blue Card must be used.,the authorisation to carry out the arrest must come from an officer of the ruc of the rank of superintendent or above and should be in writing the formula at paragraph 4 of the blue card must be used,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
