,raw_text,image_id,file_id,just_text_lump,just_text_lump2,just_text
55,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2295_DEFE_24_1214 - § 2 references coded [ 8.39% Coverage]
Reference 1 - 1.20% Coverage
Page 1 : (104,207) - (490,236)
Reference 2 - 7.19% Coverage
This would be bound to attract public comment and it would be impossible to keep the true reason for the work from becoming known. (Note: recent military visits to Rathlin Island have already led to public speculation whether an internment camp was being contemplated there).
",IMG_2295,DEFE_24_1214,"]

Page 1 : (104,207) - (490,236)

This would be bound to attract public comment and it would be impossible to keep the true reason for the work from becoming known. (Note: recent military visits to Rathlin Island have already led to public speculation whether an internment camp was being contemplated there).", Page 1 104 207 490 236 This would be bound to attract public comment and it would be impossible to keep the true reason for the work from becoming known Note recent military visits to Rathlin Island have already led to public speculation whether an internment camp was being contemplated there ,"Reference 1 - 1.20% Coverage
Page 1 : (104,207) - (490,236)
Reference 2 - 7.19% Coverage
This would be bound to attract public comment and it would be impossible to keep the true reason for the work from becoming known. (Note: recent military visits to Rathlin Island have already led to public speculation whether an internment camp was being contemplated there)."
56,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2296_DEFE_24_1214 - § 2 references coded [ 10.24% Coverage]
Reference 1 - 6.78% Coverage
hese camps are earmarked as accommodation for reinforcing units. All would be needed if force levels in the Province were. 
required to be increased to 15 battalions this requirement might arise in the circumstances, or as a result of the circumstances in which internment was authorised
Reference 2 - 3.46% Coverage
security arrangements could be strengthened to receive 
internees under cover of providing measures to provide greater military preparedness;
",IMG_2296,DEFE_24_1214,"]

hese camps are earmarked as accommodation for reinforcing units. All would be needed if force levels in the Province were. 
required to be increased to 15 battalions this requirement might arise in the circumstances, or as a result of the circumstances in which internment was authorised

security arrangements could be strengthened to receive 
internees under cover of providing measures to provide greater military preparedness;", hese camps are earmarked as accommodation for reinforcing units All would be needed if force levels in the Province were required to be increased to 15 battalions this requirement might arise in the circumstances or as a result of the circumstances in which internment was authorised security arrangements could be strengthened to receive internees under cover of providing measures to provide greater military preparedness ,"Reference 1 - 6.78% Coverage
hese camps are earmarked as accommodation for reinforcing units. All would be needed if force levels in the Province were. 
required to be increased to 15 battalions this requirement might arise in the circumstances, or as a result of the circumstances in which internment was authorised
Reference 2 - 3.46% Coverage
security arrangements could be strengthened to receive 
internees under cover of providing measures to provide greater military preparedness;"
57,"Files\\SKD_round1\\PREM 15 1035\\IMG_4922_PREM_15_475 - § 1 reference coded [ 28.09% Coverage]
Reference 1 - 28.09% Coverage
he Lord Chancellor tells me that it would be possible to devise a procedure for such circumstances which could nevertheless be regarded as judicial. The procedure would have to be very different from court procedure as known in this country. It would be inquisitorial; the court would be able to ask the accused questions and draw inferences from refusal to answer; material provided on deposition could also be put to the accused. We might also provide that hearsay evidence was to be admissible (and this would undoubtedly increase the number of cases in which we might look for a conviction). The court would need to be given power to impose a sentence instead of an open-ended internment order.
",IMG_4922,PREM_15_475,"]

he Lord Chancellor tells me that it would be possible to devise a procedure for such circumstances which could nevertheless be regarded as judicial. The procedure would have to be very different from court procedure as known in this country. It would be inquisitorial; the court would be able to ask the accused questions and draw inferences from refusal to answer; material provided on deposition could also be put to the accused. We might also provide that hearsay evidence was to be admissible (and this would undoubtedly increase the number of cases in which we might look for a conviction). The court would need to be given power to impose a sentence instead of an open-ended internment order.", he Lord Chancellor tells me that it would be possible to devise a procedure for such circumstances which could nevertheless be regarded as judicial The procedure would have to be very different from court procedure as known in this country It would be inquisitorial the court would be able to ask the accused questions and draw inferences from refusal to answer material provided on deposition could also be put to the accused We might also provide that hearsay evidence was to be admissible and this would undoubtedly increase the number of cases in which we might look for a conviction The court would need to be given power to impose a sentence instead of an open ended internment order ,"Reference 1 - 28.09% Coverage
he Lord Chancellor tells me that it would be possible to devise a procedure for such circumstances which could nevertheless be regarded as judicial. The procedure would have to be very different from court procedure as known in this country. It would be inquisitorial; the court would be able to ask the accused questions and draw inferences from refusal to answer; material provided on deposition could also be put to the accused. We might also provide that hearsay evidence was to be admissible (and this would undoubtedly increase the number of cases in which we might look for a conviction). The court would need to be given power to impose a sentence instead of an open-ended internment order."
58,"Files\\SKD_round1\\PREM 15 1035\\IMG_4925_PREM_15_475 - § 1 reference coded [ 5.77% Coverage]
Reference 1 - 5.77% Coverage
All this without prejudice to the continued need to put 
internees on trial, wherever possible under the existing law.
",IMG_4925,PREM_15_475,"]

All this without prejudice to the continued need to put 
internees on trial, wherever possible under the existing law.", All this without prejudice to the continued need to put internees on trial wherever possible under the existing law ,"Reference 1 - 5.77% Coverage
All this without prejudice to the continued need to put 
internees on trial, wherever possible under the existing law."
59,"Files\\SKD_round1\\PREM 15 1035\\IMG_4928_PREM_15_475 - § 1 reference coded [ 6.80% Coverage]
Reference 1 - 6.80% Coverage
As you will see from our comments, the Prime Minister is recommended to avoid getting into the details of this case on the grounds that Moore was only detained for 48 hours and not subjected to interrogation in depth or the techniques discussed in the Parker Report.
",IMG_4928,PREM_15_475,"]

As you will see from our comments, the Prime Minister is recommended to avoid getting into the details of this case on the grounds that Moore was only detained for 48 hours and not subjected to interrogation in depth or the techniques discussed in the Parker Report.", As you will see from our comments the Prime Minister is recommended to avoid getting into the details of this case on the grounds that Moore was only detained for 48 hours and not subjected to interrogation in depth or the techniques discussed in the Parker Report ,"Reference 1 - 6.80% Coverage
As you will see from our comments, the Prime Minister is recommended to avoid getting into the details of this case on the grounds that Moore was only detained for 48 hours and not subjected to interrogation in depth or the techniques discussed in the Parker Report."
60,"Files\\SKD_round1\\PREM 15 1035\\IMG_4931_PREM_15_475 - § 1 reference coded [ 4.40% Coverage]
Reference 1 - 4.40% Coverage
This can be construed to mean broadly that the Judge considered the treatment established 
by the Compton Report by itself to constitute assault as justifying the portion of the £300 damages which was not attributable to wrongful arrest and imprisonment.
",IMG_4931,PREM_15_475,"]

This can be construed to mean broadly that the Judge considered the treatment established 
by the Compton Report by itself to constitute assault as justifying the portion of the £300 damages which was not attributable to wrongful arrest and imprisonment.", This can be construed to mean broadly that the Judge considered the treatment established by the Compton Report by itself to constitute assault as justifying the portion of the 300 damages which was not attributable to wrongful arrest and imprisonment ,"Reference 1 - 4.40% Coverage
This can be construed to mean broadly that the Judge considered the treatment established 
by the Compton Report by itself to constitute assault as justifying the portion of the £300 damages which was not attributable to wrongful arrest and imprisonment."
61,"Files\\SKD_round1\\PREM 15 1035\\IMG_4944_PREM_15_475 - § 1 reference coded [ 7.32% Coverage]
Reference 1 - 7.32% Coverage
In turn spoke certainly to perhaps also 
to Staff Sergeant Love and passed on the briefing in terms;""because the men were carrying out the task unarmed, and were so few in any one hut, that they should have firm but fair discipline in all huts and ensure hands were visible"".
",IMG_4944,PREM_15_475,"]

In turn spoke certainly to perhaps also 
to Staff Sergeant Love and passed on the briefing in terms;""because the men were carrying out the task unarmed, and were so few in any one hut, that they should have firm but fair discipline in all huts and ensure hands were visible"".", In turn spoke certainly to perhaps also to Staff Sergeant Love and passed on the briefing in terms because the men were carrying out the task unarmed and were so few in any one hut that they should have firm but fair discipline in all huts and ensure hands were visible ,"Reference 1 - 7.32% Coverage
In turn spoke certainly to perhaps also 
to Staff Sergeant Love and passed on the briefing in terms;""because the men were carrying out the task unarmed, and were so few in any one hut, that they should have firm but fair discipline in all huts and ensure hands were visible""."
62,"Files\\SKD_round1\\PREM 15 1035\\IMG_4967_PREM_15_475 - § 1 reference coded [ 5.45% Coverage]
Reference 1 - 5.45% Coverage
(E) ALL THE PRESENT CROP OF ALLEGATIONS CAME FROM MEN CHARGED WITH CRIMINAL OFFENCES, TWO HAVE ALREADY BEEN SENTENCED TO 10 YEARS. NONE ARE INTERNEES.
",IMG_4967,PREM_15_475,"]

(E) ALL THE PRESENT CROP OF ALLEGATIONS CAME FROM MEN CHARGED WITH CRIMINAL OFFENCES, TWO HAVE ALREADY BEEN SENTENCED TO 10 YEARS. NONE ARE INTERNEES.", E ALL THE PRESENT CROP OF ALLEGATIONS CAME FROM MEN CHARGED WITH CRIMINAL OFFENCES TWO HAVE ALREADY BEEN SENTENCED TO 10 YEARS NONE ARE INTERNEES ,"Reference 1 - 5.45% Coverage
(E) ALL THE PRESENT CROP OF ALLEGATIONS CAME FROM MEN CHARGED WITH CRIMINAL OFFENCES, TWO HAVE ALREADY BEEN SENTENCED TO 10 YEARS. NONE ARE INTERNEES."
63,"Files\\SKD_round1\\PREM 15 1035\\IMG_4972_PREM_15_475 - § 2 references coded [ 4.87% Coverage]
Reference 1 - 2.29% Coverage
The Government regrets, therefore, that internment here should be described in your message as ""sectarian"".
Reference 2 - 2.58% Coverage
His Excellency’s advisers strenuously contest the claim in your 
message that internment has caused death and destruction.
",IMG_4972,PREM_15_475,"]

The Government regrets, therefore, that internment here should be described in your message as ""sectarian"".

His Excellency’s advisers strenuously contest the claim in your 
message that internment has caused death and destruction.", The Government regrets therefore that internment here should be described in your message as sectarian His Excellency s advisers strenuously contest the claim in your message that internment has caused death and destruction ,"Reference 1 - 2.29% Coverage
The Government regrets, therefore, that internment here should be described in your message as ""sectarian"".
Reference 2 - 2.58% Coverage
His Excellency’s advisers strenuously contest the claim in your 
message that internment has caused death and destruction."
64,"Files\\SKD_round1\\PREM 15 1035\\IMG_4973_PREM_15_475 - § 1 reference coded [ 8.31% Coverage]
Reference 1 - 8.31% Coverage
This is perhaps a suggestion that people are interned because of their political views. The Prime Minister has publicly stated and repeated that persons are interned solely because they are deemed to be members of, or actively associated with, subversive organisations. 
Where 
the Advisory Committee have been satisfied that an internee does not fall into this category they have so recommended and that man has been released.
",IMG_4973,PREM_15_475,"]

This is perhaps a suggestion that people are interned because of their political views. The Prime Minister has publicly stated and repeated that persons are interned solely because they are deemed to be members of, or actively associated with, subversive organisations. 
Where 
the Advisory Committee have been satisfied that an internee does not fall into this category they have so recommended and that man has been released.", This is perhaps a suggestion that people are interned because of their political views The Prime Minister has publicly stated and repeated that persons are interned solely because they are deemed to be members of or actively associated with subversive organisations Where the Advisory Committee have been satisfied that an internee does not fall into this category they have so recommended and that man has been released ,"Reference 1 - 8.31% Coverage
This is perhaps a suggestion that people are interned because of their political views. The Prime Minister has publicly stated and repeated that persons are interned solely because they are deemed to be members of, or actively associated with, subversive organisations. 
Where 
the Advisory Committee have been satisfied that an internee does not fall into this category they have so recommended and that man has been released."
65,"Files\\SKD_round1\\PREM 15 1035\\IMG_4974_PREM_15_475 - § 1 reference coded [ 17.47% Coverage]
Reference 1 - 17.47% Coverage
There have been complaints of illtreatment in other oases, all of which are investigated, although investigation is frequently difficult when complaints are made through newspapers rather than directly to the authorities concerned. Action is taken on well-founded complaints but there has been nothing to substantiate the statement in your telegram. Arrangements for medical examinations of internees have been further improved, not only to safeguard the interests of persons arrested but also to prevent baseless allegations.
",IMG_4974,PREM_15_475,"]

There have been complaints of illtreatment in other oases, all of which are investigated, although investigation is frequently difficult when complaints are made through newspapers rather than directly to the authorities concerned. Action is taken on well-founded complaints but there has been nothing to substantiate the statement in your telegram. Arrangements for medical examinations of internees have been further improved, not only to safeguard the interests of persons arrested but also to prevent baseless allegations.", There have been complaints of illtreatment in other oases all of which are investigated although investigation is frequently difficult when complaints are made through newspapers rather than directly to the authorities concerned Action is taken on well founded complaints but there has been nothing to substantiate the statement in your telegram Arrangements for medical examinations of internees have been further improved not only to safeguard the interests of persons arrested but also to prevent baseless allegations ,"Reference 1 - 17.47% Coverage
There have been complaints of illtreatment in other oases, all of which are investigated, although investigation is frequently difficult when complaints are made through newspapers rather than directly to the authorities concerned. Action is taken on well-founded complaints but there has been nothing to substantiate the statement in your telegram. Arrangements for medical examinations of internees have been further improved, not only to safeguard the interests of persons arrested but also to prevent baseless allegations."
66,"Files\\SKD_round1\\PREM 15 1035\\IMG_5013_PREM_15_475 - § 1 reference coded [ 12.85% Coverage]
Reference 1 - 12.85% Coverage
Regulation 11 
provides a limited power of detention and a limited right to photograph and finger-print and Regulation 12 a limited right of internment. 
Regulation 13(5) provides 
that ’Persons detained or interned in any of Her Majesty’s prisons shall be subject to any rules for the government of prisoners awaiting trial including such general rules as are applicable to such prisoners, for the time being in force, except in so far as the said rules are inconsistent with this regulations.
",IMG_5013,PREM_15_475,"]

Regulation 11 
provides a limited power of detention and a limited right to photograph and finger-print and Regulation 12 a limited right of internment. 
Regulation 13(5) provides 
that ’Persons detained or interned in any of Her Majesty’s prisons shall be subject to any rules for the government of prisoners awaiting trial including such general rules as are applicable to such prisoners, for the time being in force, except in so far as the said rules are inconsistent with this regulations.", Regulation 11 provides a limited power of detention and a limited right to photograph and finger print and Regulation 12 a limited right of internment Regulation 13 5 provides that Persons detained or interned in any of Her Majesty s prisons shall be subject to any rules for the government of prisoners awaiting trial including such general rules as are applicable to such prisoners for the time being in force except in so far as the said rules are inconsistent with this regulations ,"Reference 1 - 12.85% Coverage
Regulation 11 
provides a limited power of detention and a limited right to photograph and finger-print and Regulation 12 a limited right of internment. 
Regulation 13(5) provides 
that ’Persons detained or interned in any of Her Majesty’s prisons shall be subject to any rules for the government of prisoners awaiting trial including such general rules as are applicable to such prisoners, for the time being in force, except in so far as the said rules are inconsistent with this regulations."
67,"Files\\SKD_round1\\PREM 15 1035\\IMG_5026_PREM_15_475 - § 1 reference coded [ 14.38% Coverage]
Reference 1 - 14.38% Coverage
Broad principles for the treatment of persons under arrest or detention 
during civil disturbances are laid down in Article 3 of The Geneva Convention Relative to the Treatment of Prisoners of War (1949). 
Military personnel 
will follow these principles when conducting interrogation. are 
(a) These principles 
Persons taking no active part in hostilities shall in all circumstances be treated humanely without any adverse distinction founded on race, colour, religion or faith, sex, birth, wealth or any other similar criteria.
",IMG_5026,PREM_15_475,"]

Broad principles for the treatment of persons under arrest or detention 
during civil disturbances are laid down in Article 3 of The Geneva Convention Relative to the Treatment of Prisoners of War (1949). 
Military personnel 
will follow these principles when conducting interrogation. are 
(a) These principles 
Persons taking no active part in hostilities shall in all circumstances be treated humanely without any adverse distinction founded on race, colour, religion or faith, sex, birth, wealth or any other similar criteria.", Broad principles for the treatment of persons under arrest or detention during civil disturbances are laid down in Article 3 of The Geneva Convention Relative to the Treatment of Prisoners of War 1949 Military personnel will follow these principles when conducting interrogation are a These principles Persons taking no active part in hostilities shall in all circumstances be treated humanely without any adverse distinction founded on race colour religion or faith sex birth wealth or any other similar criteria ,"Reference 1 - 14.38% Coverage
Broad principles for the treatment of persons under arrest or detention 
during civil disturbances are laid down in Article 3 of The Geneva Convention Relative to the Treatment of Prisoners of War (1949). 
Military personnel 
will follow these principles when conducting interrogation. are 
(a) These principles 
Persons taking no active part in hostilities shall in all circumstances be treated humanely without any adverse distinction founded on race, colour, religion or faith, sex, birth, wealth or any other similar criteria."
68,"Files\\SKD_round1\\PREM 15 1035\\IMG_5027_PREM_15_475 - § 2 references coded [ 7.51% Coverage]
Reference 1 - 2.89% Coverage
(ii) outrages upon personal dignity, in particular, humiliating and degrading treatment.
Reference 2 - 4.63% Coverage
Where practicable, all persons detained in the Interrogation Centre should 
be seen daily by a Medical Officer and asked if they have any complaints;
",IMG_5027,PREM_15_475,"]

(ii) outrages upon personal dignity, in particular, humiliating and degrading treatment.

Where practicable, all persons detained in the Interrogation Centre should 
be seen daily by a Medical Officer and asked if they have any complaints;", ii outrages upon personal dignity in particular humiliating and degrading treatment Where practicable all persons detained in the Interrogation Centre should be seen daily by a Medical Officer and asked if they have any complaints ,"Reference 1 - 2.89% Coverage
(ii) outrages upon personal dignity, in particular, humiliating and degrading treatment.
Reference 2 - 4.63% Coverage
Where practicable, all persons detained in the Interrogation Centre should 
be seen daily by a Medical Officer and asked if they have any complaints;"
69,"Files\\SKD_round1\\PREM 15 1035\\IMG_5083_PREM_15_475 - § 1 reference coded [ 6.65% Coverage]
Reference 1 - 6.65% Coverage
Arrests 
- 342 men were arrested on August 9 in a highly successful 
operation in very difficult circumstances. No force but the minimum necessary was used to achieve arrest. The men concerned were likely to resist arrest and many of them were likely to be armed; in these circumstances the army’s performance was highly creditable.
",IMG_5083,PREM_15_475,"]

Arrests 
- 342 men were arrested on August 9 in a highly successful 
operation in very difficult circumstances. No force but the minimum necessary was used to achieve arrest. The men concerned were likely to resist arrest and many of them were likely to be armed; in these circumstances the army’s performance was highly creditable.", Arrests 342 men were arrested on August 9 in a highly successful operation in very difficult circumstances No force but the minimum necessary was used to achieve arrest The men concerned were likely to resist arrest and many of them were likely to be armed in these circumstances the army s performance was highly creditable ,"Reference 1 - 6.65% Coverage
Arrests 
- 342 men were arrested on August 9 in a highly successful 
operation in very difficult circumstances. No force but the minimum necessary was used to achieve arrest. The men concerned were likely to resist arrest and many of them were likely to be armed; in these circumstances the army’s performance was highly creditable."
70,"Files\\SKD_round1\\PREM 15 478\\PREM_15_478_045 - § 1 reference coded [ 3.90% Coverage]
Reference 1 - 3.90% Coverage
HE DID NOT BELIEVE THAT THE BRITISH GOVERNMENT WOULD PERMIT SITUATION IN WHICH THEIR ARMY WOULD NOT PROTECT PEOPLE WHOM THEY CALMED TO BE THEIR CITIZENS.
",,PREM_15_478_045,"]

HE DID NOT BELIEVE THAT THE BRITISH GOVERNMENT WOULD PERMIT SITUATION IN WHICH THEIR ARMY WOULD NOT PROTECT PEOPLE WHOM THEY CALMED TO BE THEIR CITIZENS.", HE DID NOT BELIEVE THAT THE BRITISH GOVERNMENT WOULD PERMIT SITUATION IN WHICH THEIR ARMY WOULD NOT PROTECT PEOPLE WHOM THEY CALMED TO BE THEIR CITIZENS ,"Reference 1 - 3.90% Coverage
HE DID NOT BELIEVE THAT THE BRITISH GOVERNMENT WOULD PERMIT SITUATION IN WHICH THEIR ARMY WOULD NOT PROTECT PEOPLE WHOM THEY CALMED TO BE THEIR CITIZENS."
71,"Files\\SKD_round1\\PREM 15 478\\PREM_15_478_050 - § 2 references coded [ 6.78% Coverage]
Reference 1 - 5.80% Coverage
This will be done only after a careful scrutiny of information furnished to me by the polic in respect of each such person, sufficient to convince me that the individual in question is a threat to present peace and maintenance of order.
Reference 2 - 0.98% Coverage
Any such person will then have the right
",,PREM_15_478_050,"]

This will be done only after a careful scrutiny of information furnished to me by the polic in respect of each such person, sufficient to convince me that the individual in question is a threat to present peace and maintenance of order.

Any such person will then have the right", This will be done only after a careful scrutiny of information furnished to me by the polic in respect of each such person sufficient to convince me that the individual in question is a threat to present peace and maintenance of order Any such person will then have the right,"Reference 1 - 5.80% Coverage
This will be done only after a careful scrutiny of information furnished to me by the polic in respect of each such person, sufficient to convince me that the individual in question is a threat to present peace and maintenance of order.
Reference 2 - 0.98% Coverage
Any such person will then have the right"
72,"Files\\SKD_round1\\PREM 15 478\\PREM_15_478_051 - § 3 references coded [ 9.32% Coverage]
Reference 1 - 2.95% Coverage
of access to an advisory committee, which will hear representations for release and make recommendations to me.
Reference 2 - 1.24% Coverage
Nor is it in any way punitive or indiscriminate.
Reference 3 - 5.13% Coverage
The main target of the present operation is the Irish 
Republican Army.which has been responsible for recent acts of terrorism, and whose victims have included Protestant and Roman Catholic alike
",,PREM_15_478_051,"]

of access to an advisory committee, which will hear representations for release and make recommendations to me.

Nor is it in any way punitive or indiscriminate.

The main target of the present operation is the Irish 
Republican Army.which has been responsible for recent acts of terrorism, and whose victims have included Protestant and Roman Catholic alike", of access to an advisory committee which will hear representations for release and make recommendations to me Nor is it in any way punitive or indiscriminate The main target of the present operation is the Irish Republican Army which has been responsible for recent acts of terrorism and whose victims have included Protestant and Roman Catholic alike,"Reference 1 - 2.95% Coverage
of access to an advisory committee, which will hear representations for release and make recommendations to me.
Reference 2 - 1.24% Coverage
Nor is it in any way punitive or indiscriminate.
Reference 3 - 5.13% Coverage
The main target of the present operation is the Irish 
Republican Army.which has been responsible for recent acts of terrorism, and whose victims have included Protestant and Roman Catholic alike"
73,"Files\\SKD_round1\\PREM 15 478\\PREM_15_478_053 - § 1 reference coded [ 7.60% Coverage]
Reference 1 - 7.60% Coverage
The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman, of the nightly explosion, of fire-raising, of kangaroo courts and all the apparatus of terrorism.
",,PREM_15_478_053,"]

The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman, of the nightly explosion, of fire-raising, of kangaroo courts and all the apparatus of terrorism.", The action we have now taken does not indicate any policy of repression We are acting not to suppress freedom but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman of the nightly explosion of fire raising of kangaroo courts and all the apparatus of terrorism ,"Reference 1 - 7.60% Coverage
The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman, of the nightly explosion, of fire-raising, of kangaroo courts and all the apparatus of terrorism."
74,"Files\\SKD_round1\\PREM 15 478\\PREM_15_478_145 - § 1 reference coded [ 3.85% Coverage]
Reference 1 - 3.85% Coverage
would be Protestants. If Protestants engaged in terrorism they too would 
be dealt with; so far there was no infomation to confirm that Protestants had been sniping.
",,PREM_15_478_145,"]

would be Protestants. If Protestants engaged in terrorism they too would 
be dealt with; so far there was no infomation to confirm that Protestants had been sniping.", would be Protestants If Protestants engaged in terrorism they too would be dealt with so far there was no infomation to confirm that Protestants had been sniping ,"Reference 1 - 3.85% Coverage
would be Protestants. If Protestants engaged in terrorism they too would 
be dealt with; so far there was no infomation to confirm that Protestants had been sniping."
75,"Files\\SKD_round1\\PREM 15 478\\PREM_15_478_166 - § 3 references coded [ 14.43% Coverage]
Reference 1 - 7.94% Coverage
INTERNMENT IS AIMED ONLY AGAINST INDIVIDUALS 
CONDUCTING 
VIOLENCE AND TERRORISM, AND NOT AGAINST A RELIGIOUS MINORITY. THE MEASURES TAKEN WILL NOT DISCRIMINATE BETWEEN THE DIFFERENT SECTIONS OF THE COMMUNITY, EXCEPT AS THE FACTS OF THE SITUATION MAKE INEVITABLE.
Reference 2 - 4.61% Coverage
THE SECURITY FORCES DEAL WITH ANY LAW-BREAKING BY EXTREMIST PROTESTANTS AS FIRMLY AS THEY DEAL WITH SIMILAR TROUBLE COMING FROM ROMAN CATHOLIC ELEMENTS.
Reference 3 - 1.88% Coverage
INTERNEES CAN MAKE REPRESENTATIONS TO AN ADVISORY COMMITTEE.
",,PREM_15_478_166,"]

INTERNMENT IS AIMED ONLY AGAINST INDIVIDUALS 
CONDUCTING 
VIOLENCE AND TERRORISM, AND NOT AGAINST A RELIGIOUS MINORITY. THE MEASURES TAKEN WILL NOT DISCRIMINATE BETWEEN THE DIFFERENT SECTIONS OF THE COMMUNITY, EXCEPT AS THE FACTS OF THE SITUATION MAKE INEVITABLE.

THE SECURITY FORCES DEAL WITH ANY LAW-BREAKING BY EXTREMIST PROTESTANTS AS FIRMLY AS THEY DEAL WITH SIMILAR TROUBLE COMING FROM ROMAN CATHOLIC ELEMENTS.

INTERNEES CAN MAKE REPRESENTATIONS TO AN ADVISORY COMMITTEE.", INTERNMENT IS AIMED ONLY AGAINST INDIVIDUALS CONDUCTING VIOLENCE AND TERRORISM AND NOT AGAINST A RELIGIOUS MINORITY THE MEASURES TAKEN WILL NOT DISCRIMINATE BETWEEN THE DIFFERENT SECTIONS OF THE COMMUNITY EXCEPT AS THE FACTS OF THE SITUATION MAKE INEVITABLE THE SECURITY FORCES DEAL WITH ANY LAW BREAKING BY EXTREMIST PROTESTANTS AS FIRMLY AS THEY DEAL WITH SIMILAR TROUBLE COMING FROM ROMAN CATHOLIC ELEMENTS INTERNEES CAN MAKE REPRESENTATIONS TO AN ADVISORY COMMITTEE ,"Reference 1 - 7.94% Coverage
INTERNMENT IS AIMED ONLY AGAINST INDIVIDUALS 
CONDUCTING 
VIOLENCE AND TERRORISM, AND NOT AGAINST A RELIGIOUS MINORITY. THE MEASURES TAKEN WILL NOT DISCRIMINATE BETWEEN THE DIFFERENT SECTIONS OF THE COMMUNITY, EXCEPT AS THE FACTS OF THE SITUATION MAKE INEVITABLE.
Reference 2 - 4.61% Coverage
THE SECURITY FORCES DEAL WITH ANY LAW-BREAKING BY EXTREMIST PROTESTANTS AS FIRMLY AS THEY DEAL WITH SIMILAR TROUBLE COMING FROM ROMAN CATHOLIC ELEMENTS.
Reference 3 - 1.88% Coverage
INTERNEES CAN MAKE REPRESENTATIONS TO AN ADVISORY COMMITTEE."
76,"Files\\SKD_round1\\PREM 15 478\\PREM_15_478_169 - § 1 reference coded [ 15.52% Coverage]
Reference 1 - 15.52% Coverage
I CANNOT OF COURSE COMMENT ON THE EFFECT IN THE NORTH, BUT I AM SURE IT WOULD HAVE A STEADYING EFFECT IN THE SOUTH IF, IN ADDITION TO THE DETAILS SUGGESTED IN MY TEL NO 302, H.M.G. COULD TAKE UP MR FAULKNER’S APPEAL TO THE CATHOLICS (FINAL PARAGRAPH OF HIS STATEMENT OF 9 AUGUST) BY STATING VERY CLEARLY THAT INTERNMENT IS ONLY A MEANS TO AN END AND THAT THIS END IS THE RAPID CREATION OF A SOCIETY FROM WHICH DISCRIMINATION AND INJUSTICE HAD BEEN ELIMINATED.
",,PREM_15_478_169,"]

I CANNOT OF COURSE COMMENT ON THE EFFECT IN THE NORTH, BUT I AM SURE IT WOULD HAVE A STEADYING EFFECT IN THE SOUTH IF, IN ADDITION TO THE DETAILS SUGGESTED IN MY TEL NO 302, H.M.G. COULD TAKE UP MR FAULKNER’S APPEAL TO THE CATHOLICS (FINAL PARAGRAPH OF HIS STATEMENT OF 9 AUGUST) BY STATING VERY CLEARLY THAT INTERNMENT IS ONLY A MEANS TO AN END AND THAT THIS END IS THE RAPID CREATION OF A SOCIETY FROM WHICH DISCRIMINATION AND INJUSTICE HAD BEEN ELIMINATED.", I CANNOT OF COURSE COMMENT ON THE EFFECT IN THE NORTH BUT I AM SURE IT WOULD HAVE A STEADYING EFFECT IN THE SOUTH IF IN ADDITION TO THE DETAILS SUGGESTED IN MY TEL NO 302 H M G COULD TAKE UP MR FAULKNER S APPEAL TO THE CATHOLICS FINAL PARAGRAPH OF HIS STATEMENT OF 9 AUGUST BY STATING VERY CLEARLY THAT INTERNMENT IS ONLY A MEANS TO AN END AND THAT THIS END IS THE RAPID CREATION OF A SOCIETY FROM WHICH DISCRIMINATION AND INJUSTICE HAD BEEN ELIMINATED ,"Reference 1 - 15.52% Coverage
I CANNOT OF COURSE COMMENT ON THE EFFECT IN THE NORTH, BUT I AM SURE IT WOULD HAVE A STEADYING EFFECT IN THE SOUTH IF, IN ADDITION TO THE DETAILS SUGGESTED IN MY TEL NO 302, H.M.G. COULD TAKE UP MR FAULKNER’S APPEAL TO THE CATHOLICS (FINAL PARAGRAPH OF HIS STATEMENT OF 9 AUGUST) BY STATING VERY CLEARLY THAT INTERNMENT IS ONLY A MEANS TO AN END AND THAT THIS END IS THE RAPID CREATION OF A SOCIETY FROM WHICH DISCRIMINATION AND INJUSTICE HAD BEEN ELIMINATED."
